Date of Sale (dd/mm/yyyy),Sale Year,Sale Month,is_apartment,location,Description of Property,Not Full Market Price,Price_Adjusted_VAT_Clamped,vat_adjusted_flag
2023-03-22,2023,3,0,Tipperary,Second-Hand Dwelling house /Apartment,No,190000.0,0
2023-06-19,2023,6,0,Wexford,Second-Hand Dwelling house /Apartment,No,362000.0,0
2023-12-04,2023,12,0,Kerry,New Dwelling house /Apartment,No,289425.0,1
2023-04-28,2023,4,0,Laois,Second-Hand Dwelling house /Apartment,No,220000.0,0
2023-03-24,2023,3,0,Kildare,Second-Hand Dwelling house /Apartment,No,190000.0,0
2023-11-27,2023,11,0,Kildare,Second-Hand Dwelling house /Apartment,No,645000.0,0
2023-11-22,2023,11,0,Dublin 1,Second-Hand Dwelling house /Apartment,No,350000.0,0
2023-12-11,2023,12,0,Meath,Second-Hand Dwelling house /Apartment,No,350000.0,0
2023-02-20,2023,2,0,Limerick,Second-Hand Dwelling house /Apartment,No,120000.0,0
2023-06-12,2023,6,0,Kildare,New Dwelling house /Apartment,No,425000.00090000004,1
2023-12-19,2023,12,0,Cork,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-10-20,2023,10,0,Wexford,Second-Hand Dwelling house /Apartment,No,360000.0,0
2023-03-03,2023,3,0,Tipperary,Second-Hand Dwelling house /Apartment,No,172000.0,0
2023-09-07,2023,9,0,Kildare,New Dwelling house /Apartment,No,283750.0,1
2023-06-23,2023,6,0,Galway,Second-Hand Dwelling house /Apartment,No,125000.0,0
2023-11-03,2023,11,0,Limerick,Second-Hand Dwelling house /Apartment,No,75000.0,0
2023-04-28,2023,4,0,Kildare,Second-Hand Dwelling house /Apartment,No,372500.0,0
2023-08-24,2023,8,0,Galway,New Dwelling house /Apartment,No,479999.445,1
2023-02-27,2023,2,0,Cork,Second-Hand Dwelling house /Apartment,No,640000.0,0
2023-06-07,2023,6,0,Dublin 5,Second-Hand Dwelling house /Apartment,Yes,125000.0,0
2023-07-26,2023,7,0,Sligo,Second-Hand Dwelling house /Apartment,No,252500.0,0
2023-07-11,2023,7,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,407000.0,0
2023-06-22,2023,6,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-06-02,2023,6,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,391000.0,0
2023-10-24,2023,10,0,Waterford,Second-Hand Dwelling house /Apartment,No,245000.0,0
2023-12-08,2023,12,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,257500.0,0
2023-08-11,2023,8,0,Limerick,Second-Hand Dwelling house /Apartment,Yes,66625.0,0
2023-08-30,2023,8,1,Dublin 18,Second-Hand Dwelling house /Apartment,No,450000.0,0
2023-07-26,2023,7,0,Louth,New Dwelling house /Apartment,No,484999.99395000003,1
2023-07-13,2023,7,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,417000.0,0
2023-01-11,2023,1,0,Louth,Second-Hand Dwelling house /Apartment,No,325000.0,0
2023-03-14,2023,3,0,Tipperary,Second-Hand Dwelling house /Apartment,No,150000.0,0
2023-05-22,2023,5,0,Clare,Second-Hand Dwelling house /Apartment,No,150000.0,0
2023-05-04,2023,5,0,Wexford,Second-Hand Dwelling house /Apartment,No,155000.0,0
2023-05-29,2023,5,0,Wicklow,Second-Hand Dwelling house /Apartment,No,378000.0,0
2023-02-09,2023,2,0,Galway,Second-Hand Dwelling house /Apartment,No,450000.0,0
2023-08-29,2023,8,0,Meath,New Dwelling house /Apartment,No,415000.00395000004,1
2023-04-24,2023,4,0,Kildare,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-07-11,2023,7,0,Cork,Second-Hand Dwelling house /Apartment,No,110000.0,0
2023-07-07,2023,7,0,Cork,Second-Hand Dwelling house /Apartment,No,150000.0,0
2023-11-08,2023,11,0,Wexford,Second-Hand Dwelling house /Apartment,No,280000.0,0
2023-06-06,2023,6,0,Galway,Second-Hand Dwelling house /Apartment,No,305000.0,0
2023-07-10,2023,7,1,Dublin 13,Second-Hand Dwelling house /Apartment,No,325000.0,0
2023-03-13,2023,3,0,Wicklow,Second-Hand Dwelling house /Apartment,Yes,65970.0,0
2023-06-29,2023,6,1,Dublin 27,Second-Hand Dwelling house /Apartment,No,337000.0,0
2023-08-15,2023,8,0,Dublin 26,New Dwelling house /Apartment,No,449999.125,1
2023-04-27,2023,4,0,Roscommon,Second-Hand Dwelling house /Apartment,No,402500.0,0
2023-10-27,2023,10,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,316500.0,0
2023-09-22,2023,9,0,Westmeath,Second-Hand Dwelling house /Apartment,No,348000.0,0
2023-03-31,2023,3,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,546000.0,0
2023-12-13,2023,12,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,545000.0,0
2023-10-11,2023,10,1,Dublin 27,Second-Hand Dwelling house /Apartment,No,260000.0,0
2023-04-06,2023,4,0,Cork,New Dwelling house /Apartment,No,402925.0,1
2023-07-06,2023,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,217000.0,0
2023-10-17,2023,10,0,Dublin 25,New Dwelling house /Apartment,No,477499.99340000004,1
2023-07-21,2023,7,0,Limerick,New Dwelling house /Apartment,No,160035.0,1
2023-07-21,2023,7,0,Laois,Second-Hand Dwelling house /Apartment,No,176000.0,0
2023-03-10,2023,3,0,Cork,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-05-22,2023,5,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,440000.0,0
2023-09-26,2023,9,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,220000.0,0
2023-02-27,2023,2,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-05-17,2023,5,1,Limerick,Second-Hand Dwelling house /Apartment,No,60000.0,0
2023-10-06,2023,10,0,Clare,Second-Hand Dwelling house /Apartment,No,245000.0,0
2023-11-13,2023,11,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,275000.0,0
2023-07-28,2023,7,0,Louth,New Dwelling house /Apartment,No,384115.78,1
2023-06-09,2023,6,0,Galway,Second-Hand Dwelling house /Apartment,No,290000.0,0
2023-01-19,2023,1,0,Laois,Second-Hand Dwelling house /Apartment,No,183000.0,0
2023-12-04,2023,12,0,Donegal,Second-Hand Dwelling house /Apartment,Yes,111000.0,0
2023-03-07,2023,3,0,Cork,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-05-02,2023,5,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,197000.0,0
2023-08-21,2023,8,0,Galway,Second-Hand Dwelling house /Apartment,No,252500.0,0
2023-05-23,2023,5,0,Mayo,Second-Hand Dwelling house /Apartment,Yes,120000.0,0
2023-09-15,2023,9,0,Wicklow,Second-Hand Dwelling house /Apartment,No,415000.0,0
2023-01-27,2023,1,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,310000.0,0
2023-11-09,2023,11,0,Waterford,Second-Hand Dwelling house /Apartment,No,315000.0,0
2023-03-03,2023,3,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,330000.0,0
2023-11-17,2023,11,0,Galway,Second-Hand Dwelling house /Apartment,No,350000.0,0
2023-04-21,2023,4,0,Wicklow,Second-Hand Dwelling house /Apartment,No,395000.0,0
2023-09-08,2023,9,0,Kildare,New Dwelling house /Apartment,No,379785.00590000005,1
2023-11-17,2023,11,0,Longford,Second-Hand Dwelling house /Apartment,No,135000.0,0
2023-09-29,2023,9,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,452000.0,0
2023-12-14,2023,12,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-06-12,2023,6,0,Tipperary,Second-Hand Dwelling house /Apartment,No,260000.0,0
2023-11-28,2023,11,0,Cork,New Dwelling house /Apartment,No,396001.5,1
2023-08-08,2023,8,0,Meath,New Dwelling house /Apartment,No,721137.5,1
2023-07-24,2023,7,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-10-04,2023,10,0,Kildare,New Dwelling house /Apartment,No,409691.0,0
2023-12-14,2023,12,0,Kildare,New Dwelling house /Apartment,No,404968.0,1
2023-10-27,2023,10,0,Dublin 24,Second-Hand Dwelling house /Apartment,Yes,300000.0,0
2023-12-15,2023,12,0,Wexford,Second-Hand Dwelling house /Apartment,No,242500.0,0
2023-05-30,2023,5,0,Kildare,New Dwelling house /Apartment,No,334949.99755000003,1
2023-02-03,2023,2,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,365000.0,0
2023-01-11,2023,1,0,Roscommon,Second-Hand Dwelling house /Apartment,No,132000.0,0
2023-12-12,2023,12,0,Mayo,Second-Hand Dwelling house /Apartment,No,60000.0,0
2023-06-19,2023,6,0,Dublin 18,New Dwelling house /Apartment,No,535000.0014000001,1
2023-05-26,2023,5,0,Kildare,Second-Hand Dwelling house /Apartment,No,283000.0,0
2023-11-07,2023,11,0,Cork,Second-Hand Dwelling house /Apartment,No,175000.0,0
2023-11-15,2023,11,0,Cork,Second-Hand Dwelling house /Apartment,No,390000.0,0
2023-05-18,2023,5,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,325000.0,0
2023-10-03,2023,10,0,Dublin 27,New Dwelling house /Apartment,No,544999.987,1
2023-10-12,2023,10,0,Kildare,Second-Hand Dwelling house /Apartment,No,362000.0,0
2023-02-24,2023,2,0,Dublin 22,New Dwelling house /Apartment,No,306999.99830000004,1
2023-01-04,2023,1,0,Kildare,Second-Hand Dwelling house /Apartment,No,139500.0,0
2023-11-07,2023,11,0,Galway,Second-Hand Dwelling house /Apartment,No,333000.0,0
2023-09-07,2023,9,0,Tipperary,Second-Hand Dwelling house /Apartment,No,160000.0,0
2023-05-26,2023,5,0,Clare,Second-Hand Dwelling house /Apartment,No,155000.0,0
2023-10-03,2023,10,0,Limerick,Second-Hand Dwelling house /Apartment,No,302000.0,0
2023-09-08,2023,9,0,Cork,New Dwelling house /Apartment,No,369999.785,1
2023-09-21,2023,9,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,352000.0,0
2023-02-07,2023,2,0,Wicklow,New Dwelling house /Apartment,No,364999.9965,1
2023-06-30,2023,6,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,500000.0,0
2023-06-29,2023,6,0,Cavan,Second-Hand Dwelling house /Apartment,No,60000.0,0
2023-08-08,2023,8,0,Louth,Second-Hand Dwelling house /Apartment,No,315000.0,0
2023-12-06,2023,12,0,Longford,Second-Hand Dwelling house /Apartment,No,150000.0,0
2023-05-08,2023,5,0,Cork,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2023-10-23,2023,10,0,Cork,Second-Hand Dwelling house /Apartment,No,235000.0,0
2023-09-06,2023,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,235000.0,0
2023-11-29,2023,11,0,Cork,Second-Hand Dwelling house /Apartment,No,228000.0,0
2023-04-26,2023,4,0,Dublin 25,New Dwelling house /Apartment,No,449999.99895000004,1
2023-08-18,2023,8,0,Cork,Second-Hand Dwelling house /Apartment,No,334000.0,0
2023-08-01,2023,8,0,Kerry,Second-Hand Dwelling house /Apartment,No,152000.0,0
2023-03-10,2023,3,1,Meath,New Dwelling house /Apartment,No,356000.00265000004,1
2023-04-24,2023,4,0,Limerick,Second-Hand Dwelling house /Apartment,No,139000.0,0
2023-04-25,2023,4,0,Wicklow,Second-Hand Dwelling house /Apartment,Yes,194900.0,0
2023-07-21,2023,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,193000.0,0
2023-11-15,2023,11,0,Louth,Second-Hand Dwelling house /Apartment,No,205000.0,0
2023-10-13,2023,10,0,Wicklow,New Dwelling house /Apartment,No,499999.28,1
2023-01-23,2023,1,0,Galway,Second-Hand Dwelling house /Apartment,No,299000.0,0
2023-05-16,2023,5,0,Cork,New Dwelling house /Apartment,No,369999.9893,1
2023-11-22,2023,11,0,Kerry,Second-Hand Dwelling house /Apartment,No,160000.0,0
2023-09-15,2023,9,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,485000.0,0
2023-08-03,2023,8,0,Cork,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-08-02,2023,8,0,Roscommon,Second-Hand Dwelling house /Apartment,No,184000.0,0
2023-07-28,2023,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,605000.0,0
2023-05-11,2023,5,0,Tipperary,Second-Hand Dwelling house /Apartment,No,90000.0,0
2023-12-20,2023,12,0,Laois,Second-Hand Dwelling house /Apartment,No,230000.0,0
2023-07-10,2023,7,1,Kilkenny,New Dwelling house /Apartment,Yes,248498.61385000002,1
2023-09-19,2023,9,0,Laois,Second-Hand Dwelling house /Apartment,No,220000.0,0
2023-06-08,2023,6,0,Louth,New Dwelling house /Apartment,No,396535.34725,1
2023-11-06,2023,11,0,Carlow,Second-Hand Dwelling house /Apartment,No,275000.0,0
2023-10-26,2023,10,0,Cork,Second-Hand Dwelling house /Apartment,No,400000.0,0
2023-02-24,2023,2,0,Waterford,Second-Hand Dwelling house /Apartment,No,230000.0,0
2023-03-07,2023,3,0,Cork,Second-Hand Dwelling house /Apartment,No,225000.0,0
2023-09-11,2023,9,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,342000.0,0
2023-01-27,2023,1,0,Kildare,Second-Hand Dwelling house /Apartment,No,295000.0,0
2023-03-30,2023,3,0,Cork,Second-Hand Dwelling house /Apartment,No,188571.43,0
2023-01-06,2023,1,1,Westmeath,New Dwelling house /Apartment,Yes,297907.082,1
2023-10-26,2023,10,0,Wicklow,Second-Hand Dwelling house /Apartment,No,406000.0,0
2023-05-26,2023,5,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,365000.0,0
2023-09-18,2023,9,1,Dublin 7,Second-Hand Dwelling house /Apartment,No,250000.0,0
2023-11-15,2023,11,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,254000.0,0
2023-04-05,2023,4,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,250000.0,0
2023-11-07,2023,11,1,Donegal,Second-Hand Dwelling house /Apartment,No,197353.0,0
2023-12-12,2023,12,0,Galway,Second-Hand Dwelling house /Apartment,No,345000.0,0
2023-02-08,2023,2,1,Dublin 1,Second-Hand Dwelling house /Apartment,No,308000.0,0
2023-08-30,2023,8,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2023-03-10,2023,3,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,630000.0,0
2023-06-29,2023,6,0,Waterford,Second-Hand Dwelling house /Apartment,No,495000.0,0
2023-03-30,2023,3,0,Wexford,New Dwelling house /Apartment,No,375000.0048,1
2023-01-20,2023,1,0,Tipperary,Second-Hand Dwelling house /Apartment,No,197500.0,0
2023-02-22,2023,2,0,Dublin 7,Second-Hand Dwelling house /Apartment,No,645000.0,0
2023-05-10,2023,5,0,Cork,Second-Hand Dwelling house /Apartment,No,600000.0,0
2023-03-29,2023,3,0,Louth,Second-Hand Dwelling house /Apartment,No,150000.0,0
2023-02-15,2023,2,0,Wexford,Second-Hand Dwelling house /Apartment,No,410000.0,0
2023-03-16,2023,3,0,Kildare,New Dwelling house /Apartment,No,384999.945,1
2023-07-17,2023,7,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,406000.0,0
2023-07-24,2023,7,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,375000.0,0
2023-03-03,2023,3,0,Louth,Second-Hand Dwelling house /Apartment,Yes,90000.0,0
2023-09-15,2023,9,0,Westmeath,Second-Hand Dwelling house /Apartment,No,299950.0,0
2023-08-25,2023,8,0,Cork,Second-Hand Dwelling house /Apartment,No,370000.0,0
2023-09-21,2023,9,0,Dublin 18,New Dwelling house /Apartment,No,721137.5,1
2023-02-22,2023,2,0,Galway,New Dwelling house /Apartment,No,721137.5,1
2023-01-01,2023,1,0,Cork,Second-Hand Dwelling house /Apartment,No,320000.0,0
2023-08-08,2023,8,0,Sligo,Second-Hand Dwelling house /Apartment,No,100000.0,0
2023-02-23,2023,2,0,Wexford,New Dwelling house /Apartment,No,379998.0,1
2023-12-18,2023,12,1,Dublin 6,Second-Hand Dwelling house /Apartment,No,430000.0,0
2023-12-01,2023,12,1,Roscommon,Second-Hand Dwelling house /Apartment,No,97500.0,0
2023-11-10,2023,11,0,Tipperary,Second-Hand Dwelling house /Apartment,No,550000.0,0
2023-06-16,2023,6,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,182000.0,0
2023-07-04,2023,7,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,188000.0,0
2023-11-08,2023,11,0,Cork,Second-Hand Dwelling house /Apartment,No,645000.0,0
2023-12-18,2023,12,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,670000.0,0
2023-02-03,2023,2,0,Galway,Second-Hand Dwelling house /Apartment,No,599000.0,0
2023-11-29,2023,11,1,Cork,Second-Hand Dwelling house /Apartment,No,300000.0,0
2023-12-12,2023,12,0,Kildare,New Dwelling house /Apartment,No,434999.99785,1
2023-03-22,2023,3,1,Dublin 26,New Dwelling house /Apartment,No,682635.535,1
2023-07-11,2023,7,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,475000.0,0
2023-08-22,2023,8,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,435000.0,0
2023-03-29,2023,3,0,Wicklow,Second-Hand Dwelling house /Apartment,No,294000.0,0
2023-04-06,2023,4,0,Carlow,New Dwelling house /Apartment,No,70000.0,0
2023-09-28,2023,9,0,Cavan,Second-Hand Dwelling house /Apartment,No,160000.0,0
2023-12-18,2023,12,0,Kerry,Second-Hand Dwelling house /Apartment,No,305000.0,0
2023-05-02,2023,5,0,Kildare,Second-Hand Dwelling house /Apartment,No,650000.0,0
2023-04-13,2023,4,0,Kerry,Second-Hand Dwelling house /Apartment,No,275000.0,0
2023-05-26,2023,5,0,Dublin 27,New Dwelling house /Apartment,No,721137.5,1
2023-08-15,2023,8,0,Roscommon,Second-Hand Dwelling house /Apartment,No,180000.0,0
2023-12-21,2023,12,0,Cork,Second-Hand Dwelling house /Apartment,No,170000.0,0
2023-09-08,2023,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,330000.0,0
2023-12-05,2023,12,1,Dublin 18,New Dwelling house /Apartment,No,525000.00445,1
2023-07-10,2023,7,0,Kerry,Second-Hand Dwelling house /Apartment,No,166000.0,0
2023-10-04,2023,10,0,Cork,Second-Hand Dwelling house /Apartment,No,183000.0,0
2023-08-23,2023,8,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,285000.0,0
2023-02-28,2023,2,0,Westmeath,Second-Hand Dwelling house /Apartment,No,207500.0,0
2023-06-08,2023,6,0,Dublin 3,Second-Hand Dwelling house /Apartment,No,400000.0,0
2023-01-31,2023,1,0,Cork,Second-Hand Dwelling house /Apartment,No,265000.0,0
2023-07-07,2023,7,0,Cork,Second-Hand Dwelling house /Apartment,No,255000.0,0
2023-02-24,2023,2,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,170000.0,0
2023-12-12,2023,12,0,Wexford,Second-Hand Dwelling house /Apartment,No,266000.0,0
2023-06-02,2023,6,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,270000.0,0
2023-05-24,2023,5,0,Limerick,Second-Hand Dwelling house /Apartment,No,245000.0,0
2023-07-28,2023,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,450000.0,0
2023-05-02,2023,5,0,Meath,Second-Hand Dwelling house /Apartment,No,435000.0,0
2023-09-05,2023,9,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,325000.0,0
2023-03-10,2023,3,0,Wicklow,Second-Hand Dwelling house /Apartment,No,630000.0,0
2023-12-15,2023,12,0,Wexford,Second-Hand Dwelling house /Apartment,No,159500.0,0
2023-08-04,2023,8,0,Roscommon,New Dwelling house /Apartment,No,261999.995,1
2023-05-23,2023,5,0,Donegal,Second-Hand Dwelling house /Apartment,No,130000.0,0
2023-01-10,2023,1,0,Louth,New Dwelling house /Apartment,No,369927.49685,1
2023-12-14,2023,12,0,Dublin 22,New Dwelling house /Apartment,No,440000.00200000004,1
2023-02-21,2023,2,0,Kildare,New Dwelling house /Apartment,No,499999.60915,1
2023-11-06,2023,11,0,Offaly,Second-Hand Dwelling house /Apartment,No,170000.0,0
2023-04-13,2023,4,0,Laois,New Dwelling house /Apartment,No,359999.3,1
2023-09-11,2023,9,0,Galway,Second-Hand Dwelling house /Apartment,No,200000.0,0
2023-03-15,2023,3,0,Laois,Second-Hand Dwelling house /Apartment,No,197000.0,0
2023-12-15,2023,12,0,Wicklow,New Dwelling house /Apartment,No,275000.285,1
2023-10-18,2023,10,0,Limerick,Second-Hand Dwelling house /Apartment,No,326000.0,0
2023-06-29,2023,6,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,250000.0,0
2023-05-09,2023,5,0,Tipperary,Second-Hand Dwelling house /Apartment,No,230000.0,0
2023-01-30,2023,1,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,485000.0,0
2023-12-13,2023,12,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,210000.0,0
2023-12-08,2023,12,0,Laois,New Dwelling house /Apartment,Yes,359137.05185,1
2023-03-01,2023,3,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,330000.0,0
2023-03-30,2023,3,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,395000.0,0
2023-12-18,2023,12,0,Tipperary,Second-Hand Dwelling house /Apartment,No,70000.0,0
2023-09-15,2023,9,0,Cavan,Second-Hand Dwelling house /Apartment,No,155000.0,0
2023-08-01,2023,8,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,280000.0,0
2023-12-08,2023,12,0,Kildare,Second-Hand Dwelling house /Apartment,No,315000.0,0
2023-02-21,2023,2,0,Meath,New Dwelling house /Apartment,No,434999.98650000006,1
2023-12-14,2023,12,0,Longford,Second-Hand Dwelling house /Apartment,No,270000.0,0
2023-01-23,2023,1,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-06-01,2023,6,0,Wexford,New Dwelling house /Apartment,No,315000.00039999996,1
2023-07-20,2023,7,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,290000.0,0
2023-03-01,2023,3,1,Dublin 7,Second-Hand Dwelling house /Apartment,No,215000.0,0
2023-12-08,2023,12,0,Cork,Second-Hand Dwelling house /Apartment,No,300000.0,0
2023-08-25,2023,8,0,Cork,Second-Hand Dwelling house /Apartment,No,270000.0,0
2023-02-14,2023,2,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,290000.0,0
2023-07-26,2023,7,0,Dublin 18,New Dwelling house /Apartment,No,559999.99945,1
2023-07-07,2023,7,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,603000.0,0
2023-01-06,2023,1,0,Cavan,Second-Hand Dwelling house /Apartment,No,300000.0,0
2023-10-25,2023,10,0,Cork,Second-Hand Dwelling house /Apartment,No,125000.0,0
2023-12-14,2023,12,0,Cork,Second-Hand Dwelling house /Apartment,No,355000.0,0
2023-07-06,2023,7,0,Kildare,New Dwelling house /Apartment,No,334950.0089,1
2023-12-04,2023,12,0,Westmeath,Second-Hand Dwelling house /Apartment,No,280000.0,0
2023-02-10,2023,2,0,Offaly,Second-Hand Dwelling house /Apartment,No,240000.0,0
2023-09-07,2023,9,0,Wexford,Second-Hand Dwelling house /Apartment,No,300000.0,0
2023-10-26,2023,10,0,Dublin 17,Second-Hand Dwelling house /Apartment,No,176000.0,0
2023-06-09,2023,6,0,Laois,New Dwelling house /Apartment,No,317800.0,1
2023-09-14,2023,9,0,Meath,Second-Hand Dwelling house /Apartment,No,400000.0,0
2023-07-11,2023,7,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,165000.0,0
2023-03-14,2023,3,1,Tipperary,Second-Hand Dwelling house /Apartment,No,129500.0,0
2023-08-31,2023,8,0,Wicklow,Second-Hand Dwelling house /Apartment,No,600000.0,0
2023-07-21,2023,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,415000.0,0
2023-03-28,2023,3,0,Dublin Other,New Dwelling house /Apartment,No,721137.5,1
2023-07-17,2023,7,1,Dublin 11,Second-Hand Dwelling house /Apartment,No,475000.0,0
2023-09-14,2023,9,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,195000.0,0
2023-06-15,2023,6,0,Kildare,New Dwelling house /Apartment,No,474999.77,1
2023-01-30,2023,1,0,Donegal,Second-Hand Dwelling house /Apartment,No,233500.0,0
2023-09-01,2023,9,0,Offaly,Second-Hand Dwelling house /Apartment,No,162000.0,0
2023-09-20,2023,9,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,240000.0,0
2023-05-17,2023,5,0,Cork,Second-Hand Dwelling house /Apartment,No,95000.0,0
2023-02-07,2023,2,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,700000.0,0
2023-11-28,2023,11,0,Kerry,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2023-10-18,2023,10,0,Roscommon,New Dwelling house /Apartment,No,60000.0,1
2023-07-21,2023,7,0,Cork,Second-Hand Dwelling house /Apartment,No,224167.07,0
2023-12-12,2023,12,0,Dublin 4,New Dwelling house /Apartment,No,721137.5,1
2023-05-10,2023,5,0,Meath,Second-Hand Dwelling house /Apartment,No,285000.0,0
2023-03-24,2023,3,0,Dublin 26,New Dwelling house /Apartment,No,514999.99615,1
2023-01-06,2023,1,0,Roscommon,Second-Hand Dwelling house /Apartment,No,220000.0,0
2023-09-06,2023,9,0,Cork,Second-Hand Dwelling house /Apartment,No,358000.0,0
2023-09-25,2023,9,0,Limerick,Second-Hand Dwelling house /Apartment,No,190000.0,0
2023-01-23,2023,1,0,Kerry,Second-Hand Dwelling house /Apartment,No,182500.0,0
2023-02-03,2023,2,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,276000.0,0
2023-05-23,2023,5,0,Clare,Second-Hand Dwelling house /Apartment,No,450000.0,0
2023-03-03,2023,3,0,Louth,Second-Hand Dwelling house /Apartment,No,90000.0,0
2023-03-28,2023,3,0,Cork,New Dwelling house /Apartment,No,389998.485,1
2023-11-27,2023,11,0,Donegal,Second-Hand Dwelling house /Apartment,No,195000.0,0
2023-07-18,2023,7,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-10-31,2023,10,0,Galway,Second-Hand Dwelling house /Apartment,No,402000.0,0
2023-02-15,2023,2,0,Donegal,Second-Hand Dwelling house /Apartment,No,178000.0,0
2023-04-13,2023,4,0,Dublin 13,New Dwelling house /Apartment,No,669999.58,1
2023-01-30,2023,1,0,Cork,Second-Hand Dwelling house /Apartment,No,360000.0,0
2023-12-12,2023,12,0,Westmeath,New Dwelling house /Apartment,No,498999.34500000003,1
2023-09-03,2023,9,1,Dublin 6,Second-Hand Dwelling house /Apartment,No,276000.0,0
2023-08-15,2023,8,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,721137.5,0
2023-11-22,2023,11,0,Galway,Second-Hand Dwelling house /Apartment,No,450000.0,0
2023-12-21,2023,12,0,Cork,New Dwelling house /Apartment,No,341000.00155000004,1
2023-10-18,2023,10,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,260000.0,0
2023-10-09,2023,10,0,Kildare,Second-Hand Dwelling house /Apartment,No,116000.0,0
2023-09-20,2023,9,0,Kerry,Second-Hand Dwelling house /Apartment,No,290000.0,0
2023-09-28,2023,9,0,Waterford,Second-Hand Dwelling house /Apartment,No,630000.0,0
2023-07-21,2023,7,0,Cork,Second-Hand Dwelling house /Apartment,No,160000.0,0
2023-01-18,2023,1,0,Tipperary,Second-Hand Dwelling house /Apartment,No,145000.0,0
2023-10-27,2023,10,0,Dublin 26,New Dwelling house /Apartment,No,206002.5,1
2023-02-10,2023,2,0,Meath,Second-Hand Dwelling house /Apartment,No,262500.0,0
