Date of Sale (dd/mm/yyyy),Sale Year,Sale Month,is_apartment,location,Description of Property,Not Full Market Price,Price_Adjusted_VAT_Clamped,vat_adjusted_flag
2018-04-26,2018,4,0,Dublin 3,New Dwelling house /Apartment,No,629999.91,1
2018-09-11,2018,9,1,Offaly,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-03-13,2018,3,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,490000.0,0
2018-10-18,2018,10,1,Wicklow,Second-Hand Dwelling house /Apartment,No,205000.0,0
2018-02-07,2018,2,0,Dublin 26,New Dwelling house /Apartment,No,334938.5,1
2018-07-05,2018,7,1,Dublin 27,New Dwelling house /Apartment,No,409999.9998,1
2018-10-25,2018,10,0,Dublin 25,New Dwelling house /Apartment,No,307499.875,1
2018-08-30,2018,8,0,Kildare,Second-Hand Dwelling house /Apartment,No,355000.0,0
2018-06-05,2018,6,0,Galway,Second-Hand Dwelling house /Apartment,No,262000.0,0
2018-06-05,2018,6,0,Dublin 26,New Dwelling house /Apartment,No,375000.0048,1
2018-09-11,2018,9,0,Cork,Second-Hand Dwelling house /Apartment,No,85500.0,0
2018-05-10,2018,5,0,Dublin 16,New Dwelling house /Apartment,No,479999.445,1
2018-06-28,2018,6,0,Tipperary,Second-Hand Dwelling house /Apartment,No,187000.0,0
2018-03-13,2018,3,1,Dublin 18,Second-Hand Dwelling house /Apartment,No,340000.0,0
2018-09-24,2018,9,0,Donegal,Second-Hand Dwelling house /Apartment,No,100000.0,0
2018-06-15,2018,6,0,Galway,Second-Hand Dwelling house /Apartment,No,200000.0,0
2018-01-31,2018,1,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,500000.0,0
2018-11-14,2018,11,0,Limerick,Second-Hand Dwelling house /Apartment,No,250000.0,0
2018-04-06,2018,4,0,Dublin 15,New Dwelling house /Apartment,No,470000.09500000003,1
2018-01-26,2018,1,0,Kerry,Second-Hand Dwelling house /Apartment,No,180000.0,0
2018-07-24,2018,7,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,235000.0,0
2018-10-11,2018,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,512500.0,0
2018-09-28,2018,9,0,Wexford,Second-Hand Dwelling house /Apartment,No,146000.0,0
2018-07-18,2018,7,0,Laois,Second-Hand Dwelling house /Apartment,No,130000.0,0
2018-02-22,2018,2,1,Meath,Second-Hand Dwelling house /Apartment,No,90000.0,0
2018-09-03,2018,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,172000.0,0
2018-08-03,2018,8,0,Galway,Second-Hand Dwelling house /Apartment,No,340000.0,0
2018-12-17,2018,12,0,Dublin 26,New Dwelling house /Apartment,No,339999.99844999996,1
2018-12-11,2018,12,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-03-21,2018,3,0,Kerry,Second-Hand Dwelling house /Apartment,No,167500.0,0
2018-02-23,2018,2,0,Limerick,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-08-10,2018,8,0,Tipperary,Second-Hand Dwelling house /Apartment,No,103000.0,0
2018-01-12,2018,1,0,Westmeath,Second-Hand Dwelling house /Apartment,No,206000.0,0
2018-09-28,2018,9,0,Kerry,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-04-13,2018,4,0,Waterford,Second-Hand Dwelling house /Apartment,No,88000.0,0
2018-09-14,2018,9,0,Wicklow,New Dwelling house /Apartment,No,211081.625,1
2018-02-08,2018,2,0,Galway,Second-Hand Dwelling house /Apartment,No,267500.0,0
2018-07-25,2018,7,0,Carlow,New Dwelling house /Apartment,No,189999.9988,1
2018-06-22,2018,6,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-03-26,2018,3,0,Kildare,Second-Hand Dwelling house /Apartment,No,270000.0,0
2018-04-30,2018,4,0,Dublin 25,New Dwelling house /Apartment,No,374994.92,1
2018-05-18,2018,5,0,Westmeath,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-10-11,2018,10,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,350000.0,0
2018-11-21,2018,11,1,Dublin 27,New Dwelling house /Apartment,No,409999.9998,1
2018-12-10,2018,12,0,Waterford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-10-09,2018,10,0,Cork,Second-Hand Dwelling house /Apartment,Yes,155000.0,0
2018-07-25,2018,7,0,Wexford,Second-Hand Dwelling house /Apartment,No,69111.3,0
2018-10-08,2018,10,0,Limerick,Second-Hand Dwelling house /Apartment,No,170000.0,0
2018-08-09,2018,8,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,481765.0,0
2018-03-12,2018,3,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,220000.0,0
2018-05-25,2018,5,0,Cork,Second-Hand Dwelling house /Apartment,No,182000.0,0
2018-05-25,2018,5,0,Dublin 15,New Dwelling house /Apartment,No,425625.0,1
2018-07-02,2018,7,0,Wexford,New Dwelling house /Apartment,No,297511.875,1
2018-05-30,2018,5,0,Westmeath,Second-Hand Dwelling house /Apartment,No,143000.0,0
2018-11-09,2018,11,0,Cork,Second-Hand Dwelling house /Apartment,No,140000.0,0
2018-09-28,2018,9,0,Wexford,Second-Hand Dwelling house /Apartment,No,180000.0,0
2018-06-21,2018,6,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,315000.0,0
2018-02-12,2018,2,0,Sligo,Second-Hand Dwelling house /Apartment,No,175000.0,0
2018-06-26,2018,6,0,Clare,Second-Hand Dwelling house /Apartment,No,235000.0,0
2018-07-27,2018,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,220000.0,0
2018-02-21,2018,2,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,442000.0,0
2018-12-18,2018,12,0,Tipperary,Second-Hand Dwelling house /Apartment,No,154000.0,0
2018-04-05,2018,4,0,Offaly,Second-Hand Dwelling house /Apartment,No,162000.0,0
2018-03-29,2018,3,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,325000.0,0
2018-07-02,2018,7,0,Galway,New Dwelling house /Apartment,No,134999.99855,1
2018-09-04,2018,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,210000.0,0
2018-09-24,2018,9,0,Dublin 26,New Dwelling house /Apartment,No,369999.785,1
2018-04-25,2018,4,0,Wicklow,Second-Hand Dwelling house /Apartment,No,610000.0,0
2018-07-18,2018,7,0,Mayo,Second-Hand Dwelling house /Apartment,No,125000.0,0
2018-09-25,2018,9,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,230000.0,0
2018-08-03,2018,8,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,259000.0,0
2018-10-05,2018,10,0,Louth,Second-Hand Dwelling house /Apartment,No,215000.0,0
2018-11-06,2018,11,0,Galway,Second-Hand Dwelling house /Apartment,Yes,150000.0,0
2018-10-24,2018,10,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-08-14,2018,8,0,Roscommon,Second-Hand Dwelling house /Apartment,No,185000.0,0
2018-09-06,2018,9,0,Kildare,New Dwelling house /Apartment,No,540000.085,1
2018-06-29,2018,6,0,Limerick,Second-Hand Dwelling house /Apartment,No,360000.0,0
2018-02-02,2018,2,0,Galway,Second-Hand Dwelling house /Apartment,No,257000.0,0
2018-10-25,2018,10,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,395000.0,0
2018-04-23,2018,4,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,523000.0,0
2018-11-16,2018,11,0,Galway,Second-Hand Dwelling house /Apartment,No,550000.0,0
2018-11-07,2018,11,0,Kerry,Second-Hand Dwelling house /Apartment,No,215000.0,0
2018-12-20,2018,12,0,Galway,Second-Hand Dwelling house /Apartment,No,398000.0,0
2018-01-05,2018,1,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,271000.0,0
2018-04-30,2018,4,0,Mayo,Second-Hand Dwelling house /Apartment,No,65000.0,0
2018-08-14,2018,8,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,61350.0,0
2018-10-03,2018,10,0,Cavan,Second-Hand Dwelling house /Apartment,No,141000.0,0
2018-11-06,2018,11,0,Monaghan,Second-Hand Dwelling house /Apartment,No,77130.05,0
2018-12-19,2018,12,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,275000.0,0
2018-10-26,2018,10,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-05-02,2018,5,0,Dublin 27,New Dwelling house /Apartment,No,721137.5,1
2018-04-18,2018,4,0,Kildare,Second-Hand Dwelling house /Apartment,No,90000.0,0
2018-05-15,2018,5,0,Galway,Second-Hand Dwelling house /Apartment,No,205000.0,0
2018-05-16,2018,5,0,Cork,Second-Hand Dwelling house /Apartment,No,136500.0,0
2018-01-31,2018,1,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-12-18,2018,12,1,Dublin 9,New Dwelling house /Apartment,Yes,340500.0,1
2018-09-03,2018,9,0,Meath,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2018-10-12,2018,10,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,615000.0,0
2018-02-23,2018,2,0,Tipperary,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-01-30,2018,1,0,Clare,Second-Hand Dwelling house /Apartment,No,100000.0,0
2018-11-21,2018,11,0,Cork,Second-Hand Dwelling house /Apartment,No,122220.0,0
2018-08-21,2018,8,0,Meath,Second-Hand Dwelling house /Apartment,No,231000.0,0
2018-09-04,2018,9,0,Kerry,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-05-10,2018,5,0,Dublin 25,New Dwelling house /Apartment,No,647499.9983,1
2018-06-08,2018,6,0,Wexford,Second-Hand Dwelling house /Apartment,No,153000.0,0
2018-04-24,2018,4,0,Waterford,Second-Hand Dwelling house /Apartment,No,113000.0,0
2018-09-28,2018,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,350000.0,0
2018-12-22,2018,12,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-09-21,2018,9,0,Donegal,Second-Hand Dwelling house /Apartment,No,130000.0,0
2018-07-23,2018,7,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,498000.0,0
2018-10-12,2018,10,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,252000.0,0
2018-02-28,2018,2,0,Wexford,New Dwelling house /Apartment,No,244998.83000000002,1
2018-03-28,2018,3,0,Dublin 3,New Dwelling house /Apartment,No,480000.00114999997,1
2018-03-12,2018,3,0,Cork,Second-Hand Dwelling house /Apartment,No,287000.0,0
2018-03-06,2018,3,0,Galway,Second-Hand Dwelling house /Apartment,No,398000.0,0
2018-02-08,2018,2,0,Limerick,Second-Hand Dwelling house /Apartment,No,170000.0,0
2018-09-26,2018,9,0,Meath,New Dwelling house /Apartment,No,295000.12,1
2018-09-14,2018,9,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,262000.0,0
2018-12-21,2018,12,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,309000.0,0
2018-01-19,2018,1,0,Dublin 26,New Dwelling house /Apartment,No,330362.18,1
2018-01-31,2018,1,0,Wexford,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-02-26,2018,2,0,Dublin 13,New Dwelling house /Apartment,No,480000.00114999997,1
2018-07-05,2018,7,0,Donegal,Second-Hand Dwelling house /Apartment,No,162000.0,0
2018-06-14,2018,6,0,Cork,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-03-14,2018,3,0,Wicklow,New Dwelling house /Apartment,No,275000.00125000003,1
2018-12-19,2018,12,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-02-22,2018,2,0,Cork,New Dwelling house /Apartment,No,324999.99734999996,1
2018-08-09,2018,8,0,Cork,Second-Hand Dwelling house /Apartment,No,270000.0,0
2018-10-05,2018,10,0,Louth,New Dwelling house /Apartment,No,264999.99295000004,1
2018-04-10,2018,4,0,Tipperary,Second-Hand Dwelling house /Apartment,No,70000.0,0
2018-08-17,2018,8,0,Cork,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-09-21,2018,9,0,Kerry,Second-Hand Dwelling house /Apartment,No,305000.0,0
2018-03-21,2018,3,0,Meath,Second-Hand Dwelling house /Apartment,No,79500.0,0
2018-12-14,2018,12,0,Dublin 22,Second-Hand Dwelling house /Apartment,No,218000.0,0
2018-03-07,2018,3,0,Clare,Second-Hand Dwelling house /Apartment,No,100000.0,0
2018-08-14,2018,8,0,Cork,New Dwelling house /Apartment,No,331547.19945,1
2018-05-09,2018,5,0,Dublin 7,New Dwelling house /Apartment,No,534999.275,1
2018-09-28,2018,9,0,Galway,Second-Hand Dwelling house /Apartment,No,110000.0,0
2018-10-17,2018,10,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,330000.0,0
2018-02-02,2018,2,0,Tipperary,Second-Hand Dwelling house /Apartment,No,101000.0,0
2018-12-06,2018,12,0,Dublin 15,New Dwelling house /Apartment,No,409999.455,1
2018-02-27,2018,2,0,Kildare,New Dwelling house /Apartment,No,297500.0029,1
2018-09-14,2018,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,227500.0,0
2018-11-13,2018,11,0,Laois,Second-Hand Dwelling house /Apartment,No,100000.0,0
2018-08-09,2018,8,0,Kildare,Second-Hand Dwelling house /Apartment,No,242000.0,0
2018-08-13,2018,8,0,Leitrim,Second-Hand Dwelling house /Apartment,No,190000.0,0
2018-10-05,2018,10,0,Louth,Second-Hand Dwelling house /Apartment,No,135000.0,0
2018-12-20,2018,12,0,Dublin 10,Second-Hand Dwelling house /Apartment,No,228000.0,0
2018-10-26,2018,10,0,Limerick,Second-Hand Dwelling house /Apartment,No,95000.0,0
2018-05-24,2018,5,1,Cork,Second-Hand Dwelling house /Apartment,No,189000.0,0
2018-07-11,2018,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,310000.0,0
2018-02-23,2018,2,0,Meath,New Dwelling house /Apartment,No,324999.305,1
2018-07-05,2018,7,0,Dublin 20,New Dwelling house /Apartment,No,400000.0,0
2018-05-30,2018,5,0,Wicklow,New Dwelling house /Apartment,No,274999.15,1
2018-10-22,2018,10,0,Dublin 12,Second-Hand Dwelling house /Apartment,No,290000.0,0
2018-05-11,2018,5,0,Wicklow,Second-Hand Dwelling house /Apartment,No,171500.0,0
2018-03-16,2018,3,0,Westmeath,Second-Hand Dwelling house /Apartment,No,93000.0,0
2018-07-25,2018,7,0,Wicklow,Second-Hand Dwelling house /Apartment,No,245000.0,0
2018-03-26,2018,3,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,495000.0,0
2018-09-21,2018,9,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,385000.0,0
2018-02-16,2018,2,0,Roscommon,Second-Hand Dwelling house /Apartment,No,105000.0,0
2018-02-16,2018,2,0,Limerick,Second-Hand Dwelling house /Apartment,No,156000.0,0
2018-05-30,2018,5,0,Dublin 8,Second-Hand Dwelling house /Apartment,No,280000.0,0
2018-10-25,2018,10,1,Dublin 18,Second-Hand Dwelling house /Apartment,No,325000.0,0
2018-12-17,2018,12,0,Tipperary,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-07-27,2018,7,0,Galway,Second-Hand Dwelling house /Apartment,No,321100.0,0
2018-12-14,2018,12,0,Dublin 15,Second-Hand Dwelling house /Apartment,No,262000.0,0
2018-01-03,2018,1,0,Kildare,Second-Hand Dwelling house /Apartment,No,220000.0,0
2018-07-19,2018,7,0,Galway,Second-Hand Dwelling house /Apartment,No,76000.0,0
2018-06-22,2018,6,0,Kildare,New Dwelling house /Apartment,No,394949.9906,1
2018-07-20,2018,7,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,618500.0,0
2018-04-11,2018,4,0,Waterford,New Dwelling house /Apartment,No,195999.745,1
2018-02-01,2018,2,1,Dublin 13,Second-Hand Dwelling house /Apartment,No,195500.0,0
2018-11-05,2018,11,0,Waterford,Second-Hand Dwelling house /Apartment,No,150000.0,0
2018-05-22,2018,5,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,440000.0,0
2018-06-25,2018,6,0,Donegal,Second-Hand Dwelling house /Apartment,No,123000.0,0
2018-06-21,2018,6,0,Louth,Second-Hand Dwelling house /Apartment,No,257500.0,0
2018-01-18,2018,1,0,Carlow,Second-Hand Dwelling house /Apartment,No,153000.0,0
2018-09-06,2018,9,1,Dublin 22,Second-Hand Dwelling house /Apartment,No,95000.0,0
2018-01-18,2018,1,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,234000.0,0
2018-05-11,2018,5,0,Kerry,Second-Hand Dwelling house /Apartment,No,184000.0,0
2018-04-10,2018,4,0,Dublin 18,New Dwelling house /Apartment,No,682333.625,1
2018-08-24,2018,8,1,Dublin 27,New Dwelling house /Apartment,No,409999.9998,1
2018-10-26,2018,10,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,246500.0,0
2018-11-14,2018,11,0,Kilkenny,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-02-02,2018,2,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,375000.0,0
2018-02-22,2018,2,0,Dublin 9,Second-Hand Dwelling house /Apartment,No,290000.0,0
2018-12-18,2018,12,0,Cork,New Dwelling house /Apartment,No,235164.963,1
2018-11-06,2018,11,0,Monaghan,Second-Hand Dwelling house /Apartment,No,77130.05,0
2018-09-27,2018,9,0,Limerick,Second-Hand Dwelling house /Apartment,No,175000.0,0
2018-07-26,2018,7,0,Kildare,Second-Hand Dwelling house /Apartment,No,177500.0,0
2018-09-21,2018,9,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,270000.0,0
2018-03-07,2018,3,0,Dublin 2,Second-Hand Dwelling house /Apartment,No,515000.0,0
2018-12-05,2018,12,0,Dublin 25,Second-Hand Dwelling house /Apartment,No,280000.0,0
2018-09-06,2018,9,0,Sligo,Second-Hand Dwelling house /Apartment,No,170000.0,0
2018-12-20,2018,12,1,Cork,Second-Hand Dwelling house /Apartment,No,240000.0,0
2018-07-25,2018,7,0,Louth,Second-Hand Dwelling house /Apartment,No,155000.0,0
2018-02-13,2018,2,0,Dublin 11,Second-Hand Dwelling house /Apartment,Yes,99540.12,0
2018-02-08,2018,2,1,Westmeath,Second-Hand Dwelling house /Apartment,No,78000.0,0
2018-10-30,2018,10,0,Donegal,Second-Hand Dwelling house /Apartment,No,77500.0,0
2018-04-06,2018,4,0,Westmeath,Second-Hand Dwelling house /Apartment,No,200000.0,0
2018-01-26,2018,1,0,Meath,Second-Hand Dwelling house /Apartment,No,210000.0,0
2018-12-19,2018,12,0,Dublin 15,New Dwelling house /Apartment,No,407436.625,1
2018-11-02,2018,11,0,Dublin 26,New Dwelling house /Apartment,No,450000.26,1
2018-12-18,2018,12,0,Clare,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-11-19,2018,11,0,Wicklow,Second-Hand Dwelling house /Apartment,No,252600.0,0
2018-02-06,2018,2,0,Meath,Second-Hand Dwelling house /Apartment,No,177000.0,0
2018-06-08,2018,6,0,Roscommon,Second-Hand Dwelling house /Apartment,No,210000.0,0
2018-06-01,2018,6,0,Dublin 4,Second-Hand Dwelling house /Apartment,No,395000.0,0
2018-11-30,2018,11,1,Dublin 16,New Dwelling house /Apartment,No,721137.5,1
2018-01-29,2018,1,1,Dublin 2,Second-Hand Dwelling house /Apartment,No,630000.0,0
2018-01-16,2018,1,0,Waterford,New Dwelling house /Apartment,No,186488.445,1
2018-02-22,2018,2,0,Cork,Second-Hand Dwelling house /Apartment,No,150000.0,0
2018-08-03,2018,8,0,Wicklow,Second-Hand Dwelling house /Apartment,No,120000.0,0
2018-10-26,2018,10,0,Donegal,Second-Hand Dwelling house /Apartment,No,185000.0,0
2018-11-06,2018,11,0,Monaghan,Second-Hand Dwelling house /Apartment,No,67387.39,0
2018-12-21,2018,12,0,Kildare,New Dwelling house /Apartment,No,389999.62,1
2018-02-22,2018,2,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-09-04,2018,9,0,Laois,Second-Hand Dwelling house /Apartment,No,105000.0,0
2018-07-31,2018,7,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,275000.0,0
2018-11-27,2018,11,0,Carlow,Second-Hand Dwelling house /Apartment,No,112000.0,0
2018-09-06,2018,9,0,Kildare,Second-Hand Dwelling house /Apartment,No,158500.0,0
2018-07-13,2018,7,0,Dublin 16,Second-Hand Dwelling house /Apartment,No,267500.0,0
2018-10-12,2018,10,0,Meath,Second-Hand Dwelling house /Apartment,No,395000.0,0
2018-09-20,2018,9,0,Tipperary,Second-Hand Dwelling house /Apartment,No,105000.0,0
2018-03-16,2018,3,0,Cork,Second-Hand Dwelling house /Apartment,No,312000.0,0
2018-09-13,2018,9,0,Meath,New Dwelling house /Apartment,No,254999.98465,1
2018-07-09,2018,7,0,Galway,Second-Hand Dwelling house /Apartment,No,432000.0,0
2018-04-06,2018,4,0,Dublin 1,Second-Hand Dwelling house /Apartment,No,298000.0,0
2018-11-09,2018,11,0,Dublin 27,New Dwelling house /Apartment,No,575000.00055,1
2018-02-09,2018,2,0,Waterford,Second-Hand Dwelling house /Apartment,No,120000.0,0
2018-08-17,2018,8,0,Tipperary,Second-Hand Dwelling house /Apartment,No,121000.0,0
2018-11-08,2018,11,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,565000.0,0
2018-12-20,2018,12,0,Laois,Second-Hand Dwelling house /Apartment,Yes,153000.0,0
2018-11-13,2018,11,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,500000.0,0
2018-01-30,2018,1,0,Limerick,Second-Hand Dwelling house /Apartment,No,140000.0,0
2018-06-29,2018,6,0,Laois,Second-Hand Dwelling house /Apartment,No,91000.0,0
2018-06-06,2018,6,0,Wicklow,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-10-15,2018,10,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,407000.0,0
2018-11-19,2018,11,1,Louth,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-09-21,2018,9,0,Cork,Second-Hand Dwelling house /Apartment,No,282000.0,0
2018-09-25,2018,9,0,Meath,Second-Hand Dwelling house /Apartment,No,335000.0,0
2018-06-21,2018,6,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,520000.0,0
2018-07-13,2018,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,66000.0,0
2018-05-24,2018,5,0,Dublin 24,Second-Hand Dwelling house /Apartment,No,270000.0,0
2018-08-09,2018,8,0,Carlow,Second-Hand Dwelling house /Apartment,No,245000.0,0
2018-02-22,2018,2,0,Galway,Second-Hand Dwelling house /Apartment,No,630000.0,0
2018-03-06,2018,3,0,Cork,Second-Hand Dwelling house /Apartment,No,75000.0,0
2018-01-15,2018,1,0,Mayo,Second-Hand Dwelling house /Apartment,No,71000.0,0
2018-10-09,2018,10,0,Donegal,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-02-19,2018,2,0,Cavan,New Dwelling house /Apartment,No,170250.0,1
2018-04-19,2018,4,1,Dublin 6,New Dwelling house /Apartment,No,509999.84445000003,1
2018-12-18,2018,12,0,Cork,New Dwelling house /Apartment,No,244013.18465,1
2018-04-13,2018,4,0,Cork,Second-Hand Dwelling house /Apartment,No,280000.0,0
2018-04-30,2018,4,0,Limerick,Second-Hand Dwelling house /Apartment,No,62000.0,0
2018-06-01,2018,6,0,Kildare,Second-Hand Dwelling house /Apartment,No,70000.0,0
2018-09-14,2018,9,0,Dublin 14,Second-Hand Dwelling house /Apartment,No,625000.0,0
2018-02-07,2018,2,0,Mayo,New Dwelling house /Apartment,No,94999.9994,1
2018-09-18,2018,9,0,Cork,Second-Hand Dwelling house /Apartment,No,460000.0,0
2018-11-15,2018,11,0,Westmeath,Second-Hand Dwelling house /Apartment,No,85000.0,0
2018-10-12,2018,10,0,Laois,Second-Hand Dwelling house /Apartment,No,242500.0,0
2018-01-19,2018,1,0,Wexford,Second-Hand Dwelling house /Apartment,No,323500.0,0
2018-02-22,2018,2,0,Dublin 6,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-01-31,2018,1,0,Cork,Second-Hand Dwelling house /Apartment,No,325000.0,0
2018-10-30,2018,10,0,Cork,Second-Hand Dwelling house /Apartment,No,150000.0,0
2018-10-10,2018,10,0,Carlow,Second-Hand Dwelling house /Apartment,No,186000.0,0
2018-10-24,2018,10,1,Dublin 8,New Dwelling house /Apartment,No,276000.22000000003,1
2018-04-17,2018,4,1,Dublin 27,New Dwelling house /Apartment,No,294999.99515000003,1
2018-02-14,2018,2,0,Dublin 26,New Dwelling house /Apartment,No,299949.855,1
2018-07-26,2018,7,1,Louth,Second-Hand Dwelling house /Apartment,No,90000.0,0
2018-12-14,2018,12,0,Cork,New Dwelling house /Apartment,No,409999.455,1
2018-11-01,2018,11,0,Dublin 26,New Dwelling house /Apartment,No,474999.77,1
2018-02-14,2018,2,1,Dublin 6,New Dwelling house /Apartment,No,567500.0,1
2018-04-25,2018,4,0,Meath,Second-Hand Dwelling house /Apartment,No,285000.0,0
2018-10-03,2018,10,0,Dublin 18,New Dwelling house /Apartment,No,564999.595,1
2018-12-06,2018,12,0,Dublin 13,Second-Hand Dwelling house /Apartment,No,236000.0,0
2018-06-15,2018,6,0,Kerry,Second-Hand Dwelling house /Apartment,No,72500.0,0
2018-05-17,2018,5,0,Dublin 14,New Dwelling house /Apartment,No,514999.99615,1
2018-06-08,2018,6,0,Waterford,New Dwelling house /Apartment,No,225950.0115,1
2018-05-31,2018,5,0,Wicklow,Second-Hand Dwelling house /Apartment,No,302000.0,0
2018-10-12,2018,10,0,Kerry,Second-Hand Dwelling house /Apartment,No,60000.0,0
2018-04-04,2018,4,0,Dublin 11,Second-Hand Dwelling house /Apartment,No,185000.0,0
2018-05-23,2018,5,0,Tipperary,Second-Hand Dwelling house /Apartment,No,180000.0,0
2018-02-01,2018,2,0,Wexford,Second-Hand Dwelling house /Apartment,No,250000.0,0
2018-12-04,2018,12,1,Limerick,Second-Hand Dwelling house /Apartment,No,99687.0,0
2018-04-20,2018,4,0,Dublin 26,New Dwelling house /Apartment,Yes,250279.98500000002,1
2018-07-24,2018,7,0,Dublin 5,Second-Hand Dwelling house /Apartment,No,265000.0,0
2018-08-21,2018,8,0,Leitrim,Second-Hand Dwelling house /Apartment,No,125000.0,0
2018-12-20,2018,12,0,Cork,Second-Hand Dwelling house /Apartment,No,200000.0,0
2018-02-20,2018,2,0,Dublin 18,Second-Hand Dwelling house /Apartment,No,721137.5,0
2018-02-22,2018,2,0,Galway,Second-Hand Dwelling house /Apartment,No,225000.0,0
2018-09-12,2018,9,0,Wicklow,Second-Hand Dwelling house /Apartment,No,395000.0,0
2018-12-20,2018,12,0,Carlow,New Dwelling house /Apartment,No,253000.58000000002,1
2018-12-20,2018,12,0,Dublin 26,Second-Hand Dwelling house /Apartment,No,165000.0,0
2018-10-05,2018,10,0,Meath,Second-Hand Dwelling house /Apartment,No,195000.0,0
2018-07-10,2018,7,0,Limerick,Second-Hand Dwelling house /Apartment,No,190000.0,0
2018-10-15,2018,10,0,Dublin 27,Second-Hand Dwelling house /Apartment,No,540000.0,0
2018-10-30,2018,10,0,Kildare,Second-Hand Dwelling house /Apartment,No,440000.0,0
2018-05-11,2018,5,0,Galway,Second-Hand Dwelling house /Apartment,Yes,60000.0,0
2018-01-02,2018,1,0,Wicklow,New Dwelling house /Apartment,No,618575.0,1
2018-10-22,2018,10,0,Wicklow,Second-Hand Dwelling house /Apartment,No,465000.0,0
2018-04-20,2018,4,0,Leitrim,Second-Hand Dwelling house /Apartment,No,79900.0,0
2018-02-01,2018,2,0,Meath,New Dwelling house /Apartment,No,249000.0001,1
2018-05-14,2018,5,0,Meath,Second-Hand Dwelling house /Apartment,No,148500.0,0
