Date of Sale (dd/mm/yyyy),County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Sale Year,Sale Month,is_apartment,has_number,dublin_district,dublin_district_missing,area_token,area_token_missing,eircode_missing,eircode_prefix,Price_Clamped,vat_adjusted_flag,Price_Adjusted_VAT
2016-11-28,Cork,Unknown,220264.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,0,1,Unknown,1,68 dealg ban,0,1,UNK,220264.0,1,249999.64
2016-12-20,Dublin,Unknown,365000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,roebuck hill,0,1,UNK,365000.0,0,365000.0
2016-06-03,Dublin,Unknown,596600.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,6,0,1,Unknown,1,108 college square,0,1,UNK,596600.0,1,677141.0
2016-07-15,Donegal,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,dransha,0,1,UNK,90000.0,0,90000.0
2016-08-02,Westmeath,Unknown,107000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,0,Unknown,1,the batteries,0,1,UNK,107000.0,0,107000.0
2016-09-16,Dublin,Unknown,425000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Dublin 13,0,howth,0,1,UNK,425000.0,0,425000.0
2016-12-13,Cavan,Unknown,69320.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,kilnaleck,0,1,UNK,69320.0,0,69320.0
2016-12-09,Cork,Unknown,156800.57,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,0,1,Unknown,1,32 downview,0,1,UNK,156800.57,1,177968.64695
2016-07-22,Wexford,Unknown,80000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,bree,0,1,UNK,80000.0,0,80000.0
2016-09-09,Limerick,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,island rd,0,1,UNK,90000.0,0,90000.0
2016-08-26,Offaly,Unknown,80000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,1,1,Unknown,1,main st,0,1,UNK,80000.0,0,80000.0
2016-04-20,Clare,Unknown,74008.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4,0,1,Unknown,1,kilkee,0,1,UNK,74008.0,1,83999.08
2016-07-27,Galway,Unknown,277000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,galway,0,1,UNK,277000.0,0,277000.0
2016-01-05,Cork,Unknown,340000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,station road,0,1,UNK,340000.0,0,340000.0
2016-01-23,Cork,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,upper glanmire,0,1,UNK,160000.0,0,160000.0
2016-10-11,Cork,Unknown,55000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,mitchelstown,0,1,UNK,60000.0,0,55000.0
2016-10-12,Cork,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,youghal,0,1,UNK,160000.0,0,160000.0
2016-04-11,Laois,Unknown,102000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,portarlington,0,1,UNK,102000.0,0,102000.0
2016-11-21,Dublin,Unknown,400000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Dublin 5,0,killester,0,1,UNK,400000.0,0,400000.0
2016-06-01,Dublin,Unknown,205000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Dublin 24,0,tallaght,0,1,UNK,205000.0,0,205000.0
2016-12-15,Dublin,Unknown,995000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,lower albert rd,0,1,UNK,703000.0,0,995000.0
2016-11-29,Laois,Unknown,99500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,ballacollig,0,1,UNK,99500.0,0,99500.0
2016-12-08,Dublin,Unknown,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 11,0,finglas,0,1,UNK,120000.0,0,120000.0
2016-06-30,Dublin,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Dublin 22,0,clondalkin,0,1,UNK,250000.0,0,250000.0
2016-03-10,Cork,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,0,Unknown,1,dromore,0,1,UNK,150000.0,0,150000.0
2016-04-15,Meath,Unknown,234427.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,4,0,1,Unknown,1,whitefield manor,0,1,UNK,234427.31,1,266074.99685
2016-11-09,Dublin,Unknown,292944.93,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,11,0,1,Dublin 13,0,parkside,0,1,UNK,292944.93,1,332492.49555
2016-12-01,Clare,Unknown,230000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,corbally,0,1,UNK,230000.0,0,230000.0
2016-04-01,Kerry,Unknown,327000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,waterville,0,1,UNK,327000.0,0,327000.0
2016-04-08,Dublin,Unknown,176500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 15,0,waterville,0,1,UNK,176500.0,0,176500.0
2016-04-21,Dublin,Unknown,60000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 12,0,crumlin,0,1,UNK,60000.0,0,60000.0
2016-08-04,Waterford,Unknown,139000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,the folly,0,1,UNK,139000.0,0,139000.0
2016-10-10,Galway,Unknown,900000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,salthill,0,1,UNK,703000.0,0,900000.0
2016-10-18,Cork,Unknown,39000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,kanturk,0,1,UNK,60000.0,0,39000.0
2016-06-08,Galway,Unknown,205000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,henry st,0,1,UNK,205000.0,0,205000.0
2016-09-06,Dublin,Unknown,194000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,the links,0,1,UNK,194000.0,0,194000.0
2016-05-06,Cavan,Unknown,64500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,0,Unknown,1,ballyjamesduff,0,1,UNK,64500.0,0,64500.0
2016-11-10,Cork,Unknown,122850.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,ladyswell,0,1,UNK,122850.0,0,122850.0
2016-02-26,Kildare,Unknown,273127.75,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2016,2,0,1,Unknown,1,34 whitethorn,0,1,UNK,273127.75,1,309999.99625
2016-03-04,Wexford,Unknown,121000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,the moyne,0,1,UNK,121000.0,0,121000.0
2016-11-14,Dublin,Unknown,290000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Dublin 15,0,clonsilla,0,1,UNK,290000.0,0,290000.0
2016-07-15,Westmeath,Unknown,74500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,market point,0,1,UNK,74500.0,0,74500.0
2016-04-27,Dublin,Unknown,25000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 24,0,firhouse,0,1,UNK,60000.0,0,25000.0
2016-05-13,Kildare,Unknown,385000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,craddockstown,0,1,UNK,385000.0,0,385000.0
2016-07-15,Donegal,Unknown,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,0,Unknown,1,kilcar,0,1,UNK,120000.0,0,120000.0
2016-10-14,Cork,Unknown,31744.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,whitegate,0,1,UNK,60000.0,0,31744.0
2016-01-21,Dublin,Unknown,835000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Dublin 4,0,ballsbridge,0,1,UNK,703000.0,0,835000.0
2016-03-30,Galway,Unknown,115000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,western distributor rd,0,1,UNK,115000.0,0,115000.0
2016-05-13,Donegal,Unknown,185000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,0,Unknown,1,upper louth salt rd,0,1,UNK,185000.0,0,185000.0
2016-05-18,Cork,Unknown,132158.59,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,0,1,Unknown,1,129 asmount mews,0,1,UNK,132158.59,1,149999.99964999998
2016-09-29,Dublin,Unknown,431718.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,0,1,Dublin 15,0,castleknock,0,1,UNK,431718.0,1,489999.93
2016-09-28,Cork,Unknown,132000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,67 great wiliam obrien st,0,1,UNK,132000.0,0,132000.0
2016-05-20,Galway,Unknown,151000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,headford rd,0,1,UNK,151000.0,0,151000.0
2016-12-16,Cork,Unknown,265000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,doonpeter,0,1,UNK,265000.0,0,265000.0
2016-10-05,Kerry,Unknown,158000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,duagh,0,1,UNK,158000.0,0,158000.0
2016-10-21,Dublin,Unknown,460000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Dublin 8,0,circular rd south,0,1,UNK,460000.0,0,460000.0
2016-07-26,Dublin,Unknown,925000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,booterstown,0,1,UNK,703000.0,0,925000.0
2016-11-29,Wexford,Unknown,190000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,spawell rd,0,1,UNK,190000.0,0,190000.0
2016-03-01,Offaly,Unknown,46000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,0,Unknown,1,edenderry,0,1,UNK,60000.0,0,46000.0
2016-09-16,Waterford,Unknown,73000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,waterford,0,1,UNK,73000.0,0,73000.0
2016-04-07,Waterford,Unknown,55000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,waterford,0,1,UNK,60000.0,0,55000.0
2016-12-21,Waterford,Unknown,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,ardkeen village,0,1,UNK,175000.0,0,175000.0
2016-02-02,Dublin,Unknown,218000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Dublin 4,0,dublin 4,0,1,UNK,218000.0,0,218000.0
2016-07-15,Kerry,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,0,Unknown,1,ballybunnion,0,1,UNK,275000.0,0,275000.0
2016-02-26,Clare,Unknown,192000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,0,Unknown,1,cratloe,0,1,UNK,192000.0,0,192000.0
2016-04-01,Dublin,Unknown,299000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,watermill rd,0,1,UNK,299000.0,0,299000.0
2016-02-17,Dublin,Unknown,217422.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,elm park,0,1,UNK,217422.0,0,217422.0
2016-02-01,Sligo,Unknown,85500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,0,Unknown,1,gurteen,0,1,UNK,85500.0,0,85500.0
2016-07-27,Dublin,Unknown,130000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,balbriggan,0,1,UNK,130000.0,0,130000.0
2016-10-18,Louth,Unknown,50000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,dundalk,0,1,UNK,60000.0,0,50000.0
2016-10-28,Cork,Unknown,157500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,skibbereen,0,1,UNK,157500.0,0,157500.0
2016-06-10,Kilkenny,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,casheldowns,0,1,UNK,215000.0,0,215000.0
2016-09-23,Cork,Unknown,275000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,woodville,0,1,UNK,275000.0,0,275000.0
2016-12-22,Laois,Unknown,148000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,durrow,0,1,UNK,148000.0,0,148000.0
2016-06-28,Sligo,Unknown,294000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,strandhill rd,0,1,UNK,294000.0,0,294000.0
2016-09-08,Cork,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,9,0,1,Unknown,1,ballyvolane,0,1,UNK,250000.0,0,250000.0
2016-12-20,Dublin,Unknown,352423.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,12,1,1,Unknown,1,honeypark,0,1,UNK,352423.0,1,400000.105
2016-11-10,Cavan,Unknown,45000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,lough dooley,0,1,UNK,60000.0,0,45000.0
2016-06-22,Kildare,Unknown,259911.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,6,0,1,Unknown,1,kilheale manor,0,1,UNK,259911.89,1,294999.99515000003
2016-01-06,Galway,Unknown,107000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,0,Unknown,1,aughrim,0,1,UNK,107000.0,0,107000.0
2016-09-30,Meath,Unknown,245814.98,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,0,1,Unknown,1,milltown road,0,1,UNK,245814.98,1,279000.0023
2016-07-27,Dublin,Unknown,875000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,mt merrion,0,1,UNK,703000.0,0,875000.0
2016-12-16,Kildare,Unknown,387664.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12,0,1,Unknown,1,moyglare hall,0,1,UNK,387664.0,1,439998.64
2016-12-21,Roscommon,Unknown,77000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,0,Unknown,1,mullymucks,0,1,UNK,77000.0,0,77000.0
2016-02-25,Kildare,Unknown,265000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,sallins rd,0,1,UNK,265000.0,0,265000.0
2016-07-12,Dublin,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 12,0,walkinstown,0,1,UNK,250000.0,0,250000.0
2016-02-05,Kerry,Unknown,260000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,0,Unknown,1,dooks,0,1,UNK,260000.0,0,260000.0
2016-11-03,Galway,Unknown,175000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,oranmore,0,1,UNK,175000.0,0,175000.0
2016-10-20,Mayo,Unknown,205000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,westport,0,1,UNK,205000.0,0,205000.0
2016-06-08,Tipperary,Unknown,267500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,0,Unknown,1,nenagh,0,1,UNK,267500.0,0,267500.0
2016-12-21,Wicklow,Unknown,555000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,5 killincarrig manor,0,1,UNK,555000.0,0,555000.0
2016-01-26,Wexford,Unknown,144000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,1,0,1,Unknown,1,spawell rd,0,1,UNK,144000.0,0,144000.0
2016-04-22,Kerry,Unknown,200000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,0,Unknown,1,abbeydorney,0,1,UNK,200000.0,0,200000.0
2016-07-08,Dublin,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 22,0,clondalkin,0,1,UNK,215000.0,0,215000.0
2016-08-29,Dublin,Unknown,320000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Dublin 20,0,palmerstown,0,1,UNK,320000.0,0,320000.0
2016-07-11,Dublin,Unknown,242291.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,7,0,1,Unknown,1,elder heath,0,1,UNK,242291.0,1,275000.285
2016-11-15,Wexford,Unknown,184000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,ballymoney,0,1,UNK,184000.0,0,184000.0
2016-04-12,Dublin,Unknown,232500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 1,0,amien square building,0,1,UNK,232500.0,0,232500.0
2016-08-04,Tipperary,Unknown,103000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,0,Unknown,1,waterford road lower,0,1,UNK,103000.0,0,103000.0
2016-08-16,Dublin,Unknown,215000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,1,1,Dublin 8,0,manor hall apts,0,1,UNK,215000.0,0,215000.0
2016-04-07,Limerick,Unknown,86000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,old cork rd,0,1,UNK,86000.0,0,86000.0
2016-11-17,Dublin,Unknown,229000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Dublin 11,0,finglas east,0,1,UNK,229000.0,0,229000.0
2016-04-27,Dublin,Unknown,232000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,crofton rd,0,1,UNK,232000.0,0,232000.0
2016-07-15,Galway,Unknown,377800.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,0,Unknown,1,derrydonnell north,0,1,UNK,377800.0,0,377800.0
2016-07-15,Mayo,Unknown,85000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,killala,0,1,UNK,85000.0,0,85000.0
2016-07-18,Dublin,Unknown,351500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Dublin 9,0,beaumont,0,1,UNK,351500.0,0,351500.0
2016-05-16,Cork,Unknown,95000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,0,Unknown,1,enniskeane,0,1,UNK,95000.0,0,95000.0
2016-12-22,Dublin,Unknown,140000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,lamb alley,0,1,UNK,140000.0,0,140000.0
2016-05-20,Westmeath,Unknown,78000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,monksland,0,1,UNK,78000.0,0,78000.0
2016-10-10,Cork,Unknown,92000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,roman street,0,1,UNK,92000.0,0,92000.0
2016-12-23,Dublin,Unknown,250000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Dublin 8,0,cork st,0,1,UNK,250000.0,0,250000.0
2016-05-10,Wicklow,Unknown,375000.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,0,1,Unknown,1,upper newcastle,0,1,UNK,375000.0,0,375000.0
2016-05-25,Dublin,Unknown,430000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,railway avenue,0,1,UNK,430000.0,0,430000.0
2016-06-24,Tipperary,Unknown,30334.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,1,1,Unknown,1,nenagh,0,1,UNK,60000.0,0,30334.0
2016-04-07,Dublin,Unknown,185000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Dublin 22,0,clondalkin,0,1,UNK,185000.0,0,185000.0
2016-10-12,Dublin,Unknown,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,1,Unknown,1,balbriggan,0,1,UNK,120000.0,0,120000.0
2016-11-04,Westmeath,Unknown,81300.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,mullingar,0,1,UNK,81300.0,0,81300.0
2016-05-03,Longford,Unknown,64317.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,5,0,1,Unknown,1,ballinalee road,0,1,UNK,64317.0,1,72999.795
2016-03-22,Dublin,Unknown,245000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,1,Unknown,1,blanchardstown,0,1,UNK,245000.0,0,245000.0
2016-07-06,Limerick,Unknown,160000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,caherdavin lawn,0,1,UNK,160000.0,0,160000.0
2016-12-17,Galway,Unknown,172000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,gort,0,1,UNK,172000.0,0,172000.0
2016-12-05,Tipperary,Unknown,90000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,clonmel,0,1,UNK,90000.0,0,90000.0
2016-07-01,Limerick,Unknown,135000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,dooradoyle,0,1,UNK,135000.0,0,135000.0
2016-02-29,Carlow,Unknown,207000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,0,1,Unknown,1,green rd,0,1,UNK,207000.0,0,207000.0
2016-02-05,Kildare,Unknown,65000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,2,1,1,Unknown,1,togher rd,0,1,UNK,65000.0,0,65000.0
2016-08-26,Limerick,Unknown,130500.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,1,Unknown,1,briarfields,0,1,UNK,130500.0,0,130500.0
2016-06-08,Limerick,Unknown,87000.0,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,6,0,1,Unknown,1,3 clarina retirement village,0,1,UNK,87000.0,1,98745.0
2016-12-20,Wexford,Unknown,145000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,whiterock hill,0,1,UNK,145000.0,0,145000.0
2016-12-21,Kerry,Unknown,170000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,kenmare,0,1,UNK,170000.0,0,170000.0
2016-06-16,Clare,Unknown,152000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,banks,0,1,UNK,152000.0,0,152000.0
2016-09-30,Dublin,Unknown,1167750.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,0,1,Unknown,1,heidelberg,0,1,UNK,703000.0,1,1325396.25
2016-05-12,Galway,Unknown,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Unknown,1,quincentennial dr,0,1,UNK,80000.0,0,80000.0
2016-11-16,Kerry,Unknown,148000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,glenbeigh,0,1,UNK,148000.0,0,148000.0
2016-03-02,Wicklow,Unknown,500000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,0,0,Unknown,1,newcourt road,0,1,UNK,500000.0,0,500000.0
2016-05-17,Dublin,Unknown,130000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,5,0,1,Dublin 7,0,royal canal bank,0,1,UNK,130000.0,0,130000.0
2016-11-09,Louth,Unknown,120000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,11,0,1,Unknown,1,main st,0,1,UNK,120000.0,0,120000.0
2016-07-30,Mayo,Unknown,150000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,garryduff,0,1,UNK,150000.0,0,150000.0
2016-10-15,Kildare,Unknown,323348.02,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,2016,10,0,1,Unknown,1,hazelhatch road,0,1,UNK,323348.02,1,367000.0027
2016-12-22,Dublin,Unknown,753304.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,12,0,1,Unknown,1,cualanor,0,1,UNK,703000.0,1,855000.04
2016-06-30,Meath,Unknown,108400.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,6,0,1,Unknown,1,eastham house,0,1,UNK,108400.0,0,108400.0
2016-04-29,Cork,Unknown,132000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,4,0,1,Unknown,1,doneraile,0,1,UNK,132000.0,0,132000.0
2016-10-11,Cavan,Unknown,90308.37,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2016,10,0,1,Unknown,1,rakeevan,0,1,UNK,90308.37,1,102499.99995
2016-03-01,Waterford,Unknown,55000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,3,1,1,Unknown,1,riverwalk accomodation,0,1,UNK,60000.0,0,55000.0
2016-12-06,Louth,Unknown,185000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,0,1,Unknown,1,old golf links rd,0,1,UNK,185000.0,0,185000.0
2016-09-22,Dublin,Unknown,1330396.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,2016,9,0,1,Unknown,1,church road,0,1,UNK,703000.0,1,1509999.46
2016-08-26,Mayo,Unknown,33000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,8,0,0,Unknown,1,tooreen,0,1,UNK,60000.0,0,33000.0
2016-12-23,Dublin,Unknown,227000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,12,1,1,Dublin 8,0,leonards court,0,1,UNK,227000.0,0,227000.0
2016-07-22,Donegal,Unknown,47000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,7,0,1,Unknown,1,letterkenny,0,1,UNK,60000.0,0,47000.0
2016-10-28,Cork,Unknown,31000.0,No,No,Second-Hand Dwelling house /Apartment,Unknown,2016,10,0,0,Unknown,1,killavullen,0,1,UNK,60000.0,0,31000.0
