Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,coordinate
03/05/2016,"78 Cartrun Breac, Ballinalee Road, Longford",Longford,,"€64,317.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
22/03/2016,"23 BRAMBLEFIELD CRESCENT, BLANCHARDSTOWN, DUBLIN",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4044235,-6.4143522"
06/07/2016,"12 ELM DR, CAHERDAVIN LAWN, LIMERICK",Limerick,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6714616,-8.6687835"
17/12/2016,"107 SLIABH, GORT, CARRON",Galway,,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/12/2016,"58 GRIFFITH AVE, CLONMEL, TIPPERARY",Tipperary,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.3598855,-7.6933341"
01/07/2016,"7 STONEY HURST, DOORADOYLE, LIMERICK",Limerick,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/02/2016,"8 BOURLUM WOOD, GREEN RD, CARLOW",Carlow,,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/02/2016,"APT 11 THE GLEBE, TOGHER RD, MONASTEREVIN",Kildare,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"5 THE MEADOWS, BRIARFIELDS, CASTLETROY",Limerick,,"€130,500.00",No,No,Second-Hand Dwelling house /Apartment,,
08/06/2016,"3 CLARINA RETIREMENT VILLAGE, CLARINA",Limerick,,"€87,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
20/12/2016,"47 LUS MOR, WHITEROCK HILL, WEXFORD",Wexford,,"€145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
21/12/2016,"42 ORCHARD GROVE, KENMARE, CO KERRY",Kerry,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/06/2016,"10 RIVER WALK, BANKS, CORBALLY",Clare,,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/09/2016,"1 Ardilea Crescent, Heidelberg, Ardilea",Dublin,,"€1,167,750.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
12/05/2016,"16 BRINKWATER HOUSE, QUINCENTENNIAL DR, SALTHILL",Galway,,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
16/11/2016,"13 GLENCASTLE, GLENBEIGH, KERRY",Kerry,,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/03/2016,"Alpha Villa, Newcourt Road, Bray",Wicklow,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/05/2016,"35 DAKOTA COURT, ROYAL CANAL BANK, PHIBSBOROUGH DUBLIN 7",Dublin,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/11/2016,"11 MALTHOUSE GARDENS, MAIN ST, CASTLEBELLINGHAM",Louth,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/07/2016,"30 FOXFIELD, GARRYDUFF, MAYO",Mayo,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/10/2016,"16 Hazelwood Park, Hazelhatch Road, Celbridge",Kildare,,"€323,348.02",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
22/12/2016,"2 Roseland Avenue, Cualanor, Upper Glenageary Road",Dublin,,"€753,304.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
30/06/2016,"THE COURTYARD HOUSE 4, EASTHAM HOUSE, EASRHAM RD",Meath,,"€108,400.00",No,No,Second-Hand Dwelling house /Apartment,,
29/04/2016,"3 RICHARDSTOWN, DONERAILE, CORK",Cork,,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2155506,-8.6043283"
11/10/2016,"11 Hawthorn Hill, Rakeevan, Bailieborough",Cavan,,"€90,308.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
01/03/2016,"BLOCK 2 APT 2, RIVERWALK ACCOMODATION, INNER RING ROAD",Waterford,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,
06/12/2016,"9 COIS FARRAIGE, OLD GOLF LINKS RD, BLACKROCK",Louth,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/09/2016,"2 Balure  Balure Lane, Church Road, Killiney",Dublin,,"€1,330,396.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,
26/08/2016,"CROSBEG, TOOREEN, BALLYHAUNIS",Mayo,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,
23/12/2016,"APT 6, LEONARDS COURT, 67 LOWER CLANBRASSIL ST DUBLIN 8",Dublin,,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/07/2016,"30 SLIABH SNEATH RD, LETTERKENNY, DONEGAL",Donegal,,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"GRANGE, KILLAVULLEN, MALLOW",Cork,,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,,
27/10/2016,"CHALET 1, REDCASTLE HOTEL, REDCASTLE",Donegal,,"€142,500.00",No,No,Second-Hand Dwelling house /Apartment,,
14/12/2016,"28 TULFARRIS VILLAGE, BLESSINGTON, WICKLOW",Wicklow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/02/2016,"35 RIVER OAKS, CLAREGALWAY, CO GALWAY",Galway,,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/06/2016,"HAZELBROOK COTTAGE, HAZELBROOK, MALAHIDE",Dublin,,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/12/2016,"INVER, BARNATRA, BALLINA",Mayo,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/12/2016,"47 BALLYDAHEEN, MALLOW, COUNTY CORK",Cork,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.1292109,-8.6414558"
26/04/2016,"91 APPLEWOOD, SWORDS, DUBLIN",Dublin,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4717793,-6.2319478"
09/12/2016,"48 Downview, Farranlea Road",Cork,,"€134,945.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
15/06/2016,"53 CEANNAN VIEW, LETTERKENNY, CO DONEGAL",Donegal,,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/02/2016,"GRANGE, FETHARD ON SEA, CO WEXFORD",Wexford,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2060566,-6.8227869"
15/03/2016,"5 CREAGH HOUSE, MARY ST, LIMERICK",Limerick,,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/06/2016,"4 MARINO POINT, NEW RD, BALLINASLOE",Galway,,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/04/2016,"17 THE GRANGE, JASPER BUILDING, BREWERY RD",Dublin,,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"CARNROCK, BELMULLET, MAYO",Mayo,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/11/2016,"TALLANSTOWN, DUNALK, LOUTH",Louth,,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/09/2016,"38 HANNAVILLE PARK, TERENURE, DUBLIN 6W",Dublin,,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3105009,-6.2850550"
28/01/2016,"House 3 Gerradstown Stud, Dunshaughlin",Meath,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,
25/10/2016,"24 Drummond Radhairc, Dundalk Road, Carrickmacross",Monaghan,,"€265,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres,
29/02/2016,"8 Forge Hill Rise, Stamullen",Meath,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
16/12/2016,"60 ROWANBYRN, BLACKROCK, DUBLIN",Dublin,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2884490,-6.1702899"
05/01/2016,"5 PARK VIEW, MILLSTREET, CORK",Cork,,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/04/2016,"11 The Park, Harbour Heights, Passage West",Cork,,"€190,132.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
02/11/2016,"102 WOODLAWN, ALLENWOOD",Kildare,,"€181,498.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.2852227,-6.8578504"
16/11/2016,"38 CUIRT NA HABHAINN, CLAREGALWAY, GALWAY",Galway,,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3380121,-8.9418624"
27/10/2016,"23 SHEEPMOOR WAY, BLAKESTOWN, CLONSILLA DUBLIN 15",Dublin,,"€147,111.00",No,No,Second-Hand Dwelling house /Apartment,,
25/02/2016,"20 FIANNA RD, THURLES, TIPPERARY",Tipperary,,"€59,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6770579,-7.8136499"
22/12/2016,"12 PARNELL AVE, MERVUE, GALWAY",Galway,,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2864025,-9.0176776"
06/05/2016,"11 RATHBEALE RISE, SWORDS, DUBLIN",Dublin,,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4588800,-6.2277245"
19/02/2016,"460 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin,,"€323,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3243783,-6.3062950"
20/07/2016,"20 Dalriada Walk, Knocklyon",Dublin,,"€360,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.2711693,-6.3263946"
28/10/2016,"74 ST MARKS DR, CLONDALKIN, DUBLIN 22",Dublin,,"€202,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/11/2016,"Carra, Loughrea, Co. Galway",Galway,,"€96,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.2606502,-8.4920255"
23/11/2016,"5 THE CRESCENT, OLD FORT RD, BALLINCOLLIG",Cork,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,
04/08/2016,"36 JAIRDIN DR, LOUGHREA, GALWAY",Galway,,"€105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.1993107,-8.5561956"
31/08/2016,"6 The Crescent, Pipers Hill, Kilashee",Kildare,,"€348,017.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
20/04/2016,"HARTLEY, CARRICK ON SHANNON, CO LEITRIM",Leitrim,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.9676023,-8.0882967"
22/03/2016,"19 WILLOW TERRACE, LISDUGGAN, WATERFORD",Waterford,,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2525288,-7.1303898"
05/09/2016,"69  Cois Na Mara, Golf Links Road, Bettystown",Meath,,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
05/09/2016,"9 DERRYNANE PARADE, PHIBSBOROUGH, DUBLIN 7",Dublin,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/10/2016,"34 ARAS NA TRA, COIS CUAIN, SALTHILL",Galway,,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/02/2016,"8 WARRENSTOWN GROVE, BLANCHARDSTOWN, DUBLIN 15",Dublin,,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4005493,-6.3824663"
18/11/2016,"1 OAK AVE, HILLVIEW, WATERFORD",Waterford,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.2624071,-7.1400570"
15/12/2016,"20 MAYDENHAYES SQUARE, MAYDENHAYES, MORNINGTON",Meath,,"€246,255.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
30/06/2016,"KILCOLEMAN HOUSE, KILCOLEMAN, KINSALE",Cork,,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/11/2016,"57 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/06/2016,"GROUND FLOORS, DUNKEN HOUSE, GRATTON ST",Cork,,"€96,250.00",No,No,Second-Hand Dwelling house /Apartment,,
12/02/2016,"CORLISLEA, BALLINAGH, CO CAVAN",Cavan,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,
14/12/2016,"28 Limetree Hall, Maynooth",Kildare,,"€389,750.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.3825974,-6.5828642"
08/07/2016,"31 THE BRAMBLES, CASTLEPARK, ST JOSEPHS RD",Cork,,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,
03/02/2016,"5 Moore Abbey Court, Monasterevin",Kildare,,"€161,145.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.1374317,-7.0510958"
13/12/2016,"242 Boireann Bheag, Roscam, Galway",Galway,,"€167,250.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,"53.2762737,-8.9660648"
08/04/2016,"72 MOUNTAIN VIEW, NAAS, KILDARE",Kildare,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2148622,-6.6489739"
04/10/2016,"5 Coill Doire, Faha, Killarney",Kerry,,"€220,575.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
09/06/2016,"5 CRIMSOM MEWS, PARKEEN CROSS ROADS, ROSSCARBERY",Cork,,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,,
25/11/2016,"4 LOWER BRIDGE STREET, CALLAN, CO. KILKENNY",Kilkenny,,"€33,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.5458818,-7.3897853"
16/09/2016,"19 WOODFIELD, GALWAY RD, TUAM",Galway,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
15/11/2016,"BILLISTOWN, DEVLIN, WESTMEATH",Westmeath,,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/12/2016,"10 ARLINGTON, PARK RD, KILLARNEY",Kerry,,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
23/02/2016,"43 GLENVIEW, GALWAY RD, ROSCOMMON",Roscommon,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,
29/04/2016,"66 KIRKPATRICK HOUSE, SPENCER DOCK, DUBLIN 1",Dublin,,"€407,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/05/2016,"ANNAGHARANETT KILINKERE, VIRGINIA, CAVAN",Cavan,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/10/2016,"THE RIDGE, OLD LEIGHLIN, CARLOW",Carlow,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/12/2016,"35 ROSEMOUNT EST, DUNDRUM, DUBLIN 14",Dublin,,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2958771,-6.2435607"
12/08/2016,"BALLYLAHY, TEMPLEMORE, TIPPERARY",Tipperary,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,
19/04/2016,"2 CONABURY HILL, CASTLEBLAYNEY, MONAGHAN",Monaghan,,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/06/2016,"APT 5 65 MAIN ST, CLONGRIFFEN, DUBLIN 13",Dublin,,"€194,713.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
15/09/2016,"30 BEACHSIDE DR, RIVERCHAPEL, GOREY",Wexford,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6390933,-6.2291020"
24/01/2016,"10 Sunview Court, Douglas, Cork",Cork,,"€204,000.00",No,No,Second-Hand Dwelling house /Apartment,,
28/11/2016,"32A CLAREVILLE RD, HAROLDS CROSS, DUBLIN 6W",Dublin,,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/06/2016,"305 BLOCK A, HAMPTON LODGE, GRACE PARK RD DUBLIN 9",Dublin,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,
11/07/2016,"79 ST BRIDGETS SQUARE, PORTARLINGTON, CO LAOIS",Laois,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/06/2016,"10 LAKESHORE HOLIDAY VILLAGE, BLESSINGTON, HOLIDAY VILLAGE",Wicklow,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/01/2016,"20 Brindle Hill, Charleville",Cork,,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/11/2016,"3 VALLEY WALK, DRUID VALLEY, CABINTEELY DUBLIN 18",Dublin,,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2464408,-6.1409433"
30/08/2016,"10 BELLGREE CLOSE, TYRRELSTOWN, BLANCHARDSTOWN DUBLIN 15",Dublin,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,
26/04/2016,"Various Properties  Millhouse, Woodland Grove  New Ross, Wexford",Wexford,,"€409,500.00",No,No,Second-Hand Dwelling house /Apartment,,
04/04/2016,"20 THE MALTINGS, BRAY, WICKLOW",Wicklow,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.2041423,-6.1142286"
08/12/2016,"35 THE RISE, KINGSWOOD, TALLAGHT DUBLIN 24",Dublin,,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3029251,-6.3718154"
09/11/2016,"39 ESKER MEADOW GREEN, LUCAN, DUBLIN",Dublin,,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3494427,-6.4335511"
28/06/2016,"22 PINEBROOK VIEW, CLONSILLA, DUBLIN 15",Dublin,,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/03/2016,"205 THE WILLOWS, BOREENMANNA RD, CORK",Cork,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
04/03/2016,"42 FOX LODGE MANOR, RATOATH, CO MEATH",Meath,,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,"53.5083123,-6.4503513"
15/07/2016,"497A BALLINTEER RD, WOODPARK, DUBLIN 16",Dublin,,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/04/2016,"APARTMENT 5 BLOCK 7, GALLERY QUAY, GRAND CANAL DOCK",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/07/2016,"CLOONEYQUINN, ELPHIN, ROSCOMMON",Roscommon,,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,,
20/06/2016,"RATHLOOSE, POWERSTOWN, CLONMEL",Tipperary,,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,
07/04/2016,"15 CITY SQ, GLOUCESTER ST SOUTH, DUBLIN 2",Dublin,,"€193,516.00",No,No,Second-Hand Dwelling house /Apartment,,
26/08/2016,"IRREMORE, LISTOWEL, KERRY",Kerry,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/08/2016,"CAHERULTAN, LOUGHADERRA, CASTLEMARTYR",Cork,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
05/04/2016,"APT 306 ALTMORE HOUSE, TARA ST, TULLAMORE OFFALY",Offaly,,"€110,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,
08/06/2016,"5  The Stables, Monivea",Galway,,"€136,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"53.3711436,-8.7031724"
27/10/2016,"36 Hayfield, Straffan Road, Maynooth",Kildare,,"€229,075.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
01/06/2016,"18 ROCHDALE, HONEY PARK, KILL AVENUE   DUN LAOGHAIRE",Dublin,,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/11/2016,"43 SILVERBROOK, MILL RD, CORBALLY",Limerick,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
30/09/2016,"16 ROWAN HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6",Dublin,,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/05/2016,"CHURCH ROAD, KILMUCKRIDGE, GOREY",Wexford,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.6447717,-6.3425249"
01/11/2016,"5 CARAGH GREEN, NAAS, KILDARE",Kildare,,"€251,000.00",No,No,Second-Hand Dwelling house /Apartment,,
10/02/2016,"CUSHEEN, CUSH CROSS ROADS, KILFINANE",Limerick,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/12/2016,"18 Ridgewood Manor, Melitta Road, Kildare Town",Kildare,,"€237,900.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
16/08/2016,"45 The Woods, Glounthaune, Cork",Cork,,"€243,096.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,
12/05/2016,"INCH, KILCUMMIN, KILLARNEY",Kerry,,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/11/2016,"3 VICTORIA VILLAS, CLONTARF, DUBLIN 3",Dublin,,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3665233,-6.2270024"
01/07/2016,"GORTNAMULLEN, KILLOURT, MALIN HEAD",Donegal,,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,,
02/11/2016,"4 HARBOUR ST, MULLINGAR, WESTMEATH",Westmeath,,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,,"53.5284831,-7.3423034"
31/08/2016,"ROS NA LAOI, RICHMOND WOOD, GLANMIRE",Cork,,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,,
12/12/2016,"25 Barley Field, Wicklow Hills, Newtownmountkennedy",Wicklow,,"€175,330.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
31/03/2016,"DELVIN RD, GORMANSTOWN, CO MEATH",Meath,,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,,
04/03/2016,"65 SOLOMONS COURT, LETTERKENNY, DONEGAL",Donegal,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,,
09/08/2016,"1 KILCORAN PLACE, BALLYVERGAN, YOUGHAL",Cork,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,
13/06/2016,"15 NEWCOMEN AVE, NORTH STRAND, DUBLIN 3",Dublin,,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3575337,-6.2448459"
22/04/2016,"40 CHERRYWOOD AVE, CLONDALKIN, DUBLIN 22",Dublin,,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3221760,-6.4029576"
16/06/2016,"Coolroe, Killorglin",Kerry,,"€100,000.00",No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
27/05/2016,"212 GREEN PARK MEADOWS, MULLINGAR, WESTMEATH",Westmeath,,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.5196522,-7.3775848"
03/05/2016,"CAMCLOONMORE, NEWPORT, MAYO",Mayo,,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/08/2016,"31 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,
08/02/2016,"77 THE CLOISTERS, MOUNT TALLANT AVE, TERENURE",Dublin,,"€440,501.00",No,No,Second-Hand Dwelling house /Apartment,,
20/09/2016,"22 THE PINES, RUSHBROOKE LINKS, COBH",Cork,,"€283,000.00",No,No,Second-Hand Dwelling house /Apartment,,
22/08/2016,"No. 4 The Crescent, Ros Mor, Kilmallock Road",Limerick,,"€171,806.16",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,
07/12/2016,"TINNEEL, CAHERMORE CROSS, ROSSCARBERY",Cork,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
21/03/2016,"43 COLLAIRE COURT, FRIARY WALK, CALLAN",Kilkenny,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,,"52.5517322,-7.3807930"
11/02/2016,"NEWTWOPOTHOUSE, MALLOW, CORK",Cork,,"€297,500.00",No,No,Second-Hand Dwelling house /Apartment,,
28/09/2016,"APARTMENT 9, THE BOATHOUSE, SCOTCH QUAY",Waterford,,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,,
17/10/2016,"52 BUNBURY GATE CRESCENT, SWORDS, DUBLIN",Dublin,,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.4692384,-6.2401617"
07/01/2016,"5 KILLALA RD, DUBLIN 7, DUBLIN",Dublin,,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,"53.3647706,-6.2982454"
29/07/2016,"24 BLACKHALL GREEN, BLACKHALL PLACE, STONEYBATTER DUBLIN 24",Dublin,,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/03/2016,"3 WOODFIELD, CLONARD, WEXFORD",Wexford,,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,
18/02/2016,"5 WOODSTOWN WALK, WOODSTOWN VILLAGE, KNOCKLYON DUBLIN 16",Dublin,,"€503,000.00",No,No,Second-Hand Dwelling house /Apartment,,
