Price (€),Not Full Market Price,VAT Exclusive,Description of Property,is_apartment,Sale Year,Sale Month,location,vat_adjusted_flag,Price_Log
145000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Limerick,0,11.884495917930655
550000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Mayo,0,13.217675375388819
205000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Limerick,0,12.230770136157428
185000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Galway,0,12.128116509451258
420000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Mayo,0,12.948012371209098
277500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_26,0,12.533579815765737
615000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Galway,0,13.329379172803593
170000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kerry,0,12.04355959836804
333920.0,No,Yes,New Dwelling house /Apartment,0,2018,3,Dublin_24,1,12.84529201176891
110000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Wexford,0,11.608244735642321
108000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,8,Wicklow,0,11.58989576532275
181500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Offaly,0,12.109016442313738
478000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_25,0,13.077368103521614
264000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kildare,0,12.483708170000067
300000.0,No,Yes,New Dwelling house /Apartment,0,2018,8,Clare,1,12.738173341424954
180000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Limerick,0,12.100717685412471
220000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Wicklow,0,12.301387370778713
455000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Dublin_13,0,13.02805489573287
61674.0,No,Yes,New Dwelling house /Apartment,0,2018,7,Donegal,1,11.15626466378863
184000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Donegal,0,12.122696471358964
150000.0,No,No,Second-Hand Dwelling house /Apartment,1,2018,5,Cork,0,11.918397239722838
169183.68,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Cork,0,12.038746178319704
290000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Dublin_7,0,12.577639650232573
283000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_26,0,12.553205710188037
302750.0,No,Yes,New Dwelling house /Apartment,0,2018,5,Dublin_13,1,12.747298222525375
500000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Cork,0,13.122365377402328
85000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Clare,0,11.350418300109132
440000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_9,0,12.994532278619134
215000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Kilkenny,0,12.278397958261774
310500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Limerick,0,12.6459424009624
790000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_13,0,13.48858649213279
251101.32,No,Yes,New Dwelling house /Apartment,0,2018,6,Louth,1,12.560247961700794
144000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,9,Cork,0,11.87757552297847
187000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Dublin_25,0,12.138869243416009
339207.0,No,Yes,New Dwelling house /Apartment,0,2018,9,Dublin_22,1,12.861001067812364
375000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_9,0,12.834683971615659
191000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Donegal,0,12.160033942617156
505000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_18,0,13.132315688453556
303000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Cork,0,12.621491384816093
178000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kerry,0,12.08954444723597
120000.0,No,No,Second-Hand Dwelling house /Apartment,1,2018,11,Cork,0,11.695255355062795
255000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Laois,0,12.449022745701502
182000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Dublin_13,0,12.111767460549332
550000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_14,0,13.217675375388819
625000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_4,0,13.345508528717259
211000.0,No,Yes,New Dwelling house /Apartment,0,2018,3,Wexford,1,12.386250239009717
82600.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,4,Offaly,0,11.321777065973317
1650000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Dublin_6,0,13.48858649213279
295154.0,No,Yes,New Dwelling house /Apartment,0,2018,4,Cork,1,12.721888169013377
125000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Leitrim,0,11.736077016252437
138000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_22,0,11.835016210489899
50000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Cork,0,11.002116507732017
365000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Cork,0,12.807655372286902
226500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Limerick,0,12.330504638906516
155000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Wexford,0,11.951186847493476
246000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Dublin_7,0,12.413090879946887
150000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Galway,0,11.918397239722838
135000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Wexford,0,11.813037464800539
494000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_6W,0,13.11029282045951
325000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_7,0,12.691583538230217
19500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Offaly,0,11.002116507732017
150000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Cork,0,11.918397239722838
125000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Donegal,0,11.736077016252437
273126.0,No,Yes,New Dwelling house /Apartment,0,2018,4,Dublin_27,1,12.644324382907843
165000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Limerick,0,12.013706813470414
141000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Sligo,0,11.856522261533737
155000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Louth,0,11.951186847493476
210000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Offaly,0,12.25486757159303
76500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Wicklow,0,11.245059091624615
56000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Tipperary,0,11.002116507732017
317181.0,No,Yes,New Dwelling house /Apartment,0,2018,6,Cork,1,12.79386329653546
171806.0,No,Yes,New Dwelling house /Apartment,0,2018,5,Cork,1,12.18075899138341
170000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Galway,0,12.04355959836804
110000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Louth,0,11.608244735642321
525000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_3,0,13.171155446333852
672000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_6,0,13.418015107599418
75000.0,No,No,New Dwelling house /Apartment,1,2018,10,Cork,0,11.225256725762893
180000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Wexford,0,12.100717685412471
1500000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_16,0,13.48858649213279
90000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Mayo,0,11.407576060361786
874000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Dublin_9,0,13.48858649213279
210000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Kerry,0,12.25486757159303
290748.89,No,Yes,New Dwelling house /Apartment,0,2018,5,Dublin_15,1,12.706850933892706
321585.9,No,Yes,New Dwelling house /Apartment,0,2018,10,Dublin_25,1,12.807655362697888
236000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Cork,0,12.371591321286905
292738.0,No,Yes,New Dwelling house /Apartment,0,2018,1,Dublin_26,1,12.713668950655018
66000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Westmeath,0,11.097425172408931
348017.63,No,Yes,New Dwelling house /Apartment,0,2018,3,Dublin_13,1,12.886643600968597
112000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Cork,0,11.626263078808801
185000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Limerick,0,12.128116509451258
124000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Cork,0,11.728044909070785
215000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Carlow,0,12.278397958261774
130000.0,No,No,Second-Hand Dwelling house /Apartment,1,2018,1,Westmeath,0,11.775297421715827
137000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,9,Kildare,0,11.827743504053695
1171806.17,No,Yes,New Dwelling house /Apartment,0,2018,11,Dublin_18,1,13.48858649213279
45000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Mayo,0,11.002116507732017
265000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Waterford,0,12.487488878546145
203000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Dublin_22,0,12.220966184120165
149000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Clare,0,11.91170829631447
250000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,3,Limerick,0,12.429220196836383
360000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Wicklow,0,12.793862088206213
482000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Dublin_6,0,13.085701467719382
305000.0,No,Yes,New Dwelling house /Apartment,0,2018,11,Louth,1,12.754702595231098
78000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Offaly,0,11.264476926102367
540000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,8,Dublin_27,0,13.199326270390594
310000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Dublin_12,0,12.644330802262578
190000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Meath,0,12.154784614286667
315000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,8,Wicklow,0,12.660331092405906
128571.43,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Galway,0,11.76424768210969
770000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Dublin_27,0,13.48858649213279
345000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_11,0,12.75130259456002
275000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Limerick,0,12.524530013005734
620000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Kildare,0,13.3374763699232
175000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kilkenny,0,12.07254696717504
195000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Mayo,0,12.180759965737863
290748.89,No,Yes,New Dwelling house /Apartment,0,2018,8,Cork,1,12.706850933892706
171000.0,No,Yes,New Dwelling house /Apartment,1,2018,7,Laois,1,12.176056638786578
600000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_13,0,13.304686600863562
340000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_5,0,12.73670383776449
66400.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_11,0,11.103467395592086
275000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kildare,0,12.524530013005734
471365.63,No,Yes,New Dwelling house /Apartment,0,2018,8,Dublin_16,1,13.190023876437179
300000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Galway,0,12.611541086966115
405286.34,No,Yes,New Dwelling house /Apartment,0,2018,9,Dublin_9,1,13.038983933462934
55000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Wexford,0,11.002116507732017
330396.0,No,Yes,New Dwelling house /Apartment,0,2018,12,Cork,1,12.834682531618462
252863.0,No,Yes,New Dwelling house /Apartment,0,2018,5,Mayo,1,12.567239254322091
90000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Galway,0,11.407576060361786
210000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kildare,0,12.25486757159303
153000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Cork,0,11.938199736300925
160000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Limerick,0,11.982935344196433
300000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Waterford,0,12.611541086966115
427312.0,No,Yes,New Dwelling house /Apartment,0,2018,8,Dublin_12,1,13.09190441734227
630000.0,No,Yes,New Dwelling house /Apartment,0,2018,2,Dublin_14,1,13.480109147803704
370044.0,No,Yes,New Dwelling house /Apartment,0,2018,2,Wicklow,1,12.948012228352285
400000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kildare,0,12.899222326086994
161000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Limerick,0,11.989165855127435
312775.33,No,Yes,New Dwelling house /Apartment,0,2018,10,Dublin_26,1,12.779875884087392
185500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Clare,0,12.130815551850676
570000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,3,Dublin_13,0,13.25339339419516
67500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Sligo,0,11.119897691565697
215000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kerry,0,12.278397958261774
232500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Dublin_8,0,12.356649805075568
175000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Cork,0,12.07254696717504
135000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Laois,0,11.813037464800539
53685.1,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Wicklow,0,11.002116507732017
85000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Clare,0,11.350418300109132
540000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Limerick,0,13.199326270390594
586365.0,No,Yes,New Dwelling house /Apartment,0,2018,10,Dublin_15,1,13.408331895059307
175000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,12,Cork,0,12.07254696717504
495000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_9,0,13.112315061750808
235000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Dublin_12,0,12.367345048436391
3250000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_4,0,13.48858649213279
175330.4,No,Yes,New Dwelling house /Apartment,0,2018,4,Meath,1,12.201065148920033
280000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Cork,0,12.54254845357358
224035.0,No,Yes,New Dwelling house /Apartment,0,2018,2,Kildare,1,12.446194152233948
200000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_25,0,12.206077645517674
900000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Dublin_27,0,13.48858649213279
210000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Kildare,0,12.25486757159303
205000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Galway,0,12.230770136157428
206500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Wexford,0,12.238060533986511
343612.0,No,Yes,New Dwelling house /Apartment,0,2018,6,Dublin_13,1,12.873903607848156
133000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Roscommon,0,11.798111925972618
77000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Cork,0,11.251573687764477
275000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Wicklow,0,12.524530013005734
120000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_12,0,11.695255355062795
85000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Cavan,0,11.350418300109132
295154.18,No,Yes,New Dwelling house /Apartment,0,2018,11,Kildare,1,12.7218887788625
231277.0,No,Yes,New Dwelling house /Apartment,0,2018,4,Kildare,1,12.478007865774588
91000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Tipperary,0,11.418625774449596
2100000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Dublin_4,0,13.48858649213279
317500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_26,0,12.668236246916223
320000.0,No,No,Second-Hand Dwelling house /Apartment,1,2018,4,Dublin_27,0,12.676079399771027
375000.0,No,Yes,New Dwelling house /Apartment,0,2018,7,Dublin_15,1,12.961316305369204
155000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Galway,0,11.951186847493476
92500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Galway,0,11.434974734252892
1050000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_27,0,13.48858649213279
356828.19,No,Yes,New Dwelling house /Apartment,0,2018,12,Dublin_24,1,12.911644804480716
300000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Louth,0,12.611541086966115
228000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kerry,0,12.337105293891872
401000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Galway,0,12.901719200051183
227000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_11,0,12.33270970174018
325000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kilkenny,0,12.691583538230217
221453.74,No,Yes,New Dwelling house /Apartment,0,2018,11,Galway,1,12.434605627338469
410000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_14,0,12.923914877701906
246000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_15,0,12.413090879946887
286344.0,No,Yes,New Dwelling house /Apartment,0,2018,11,Dublin_22,1,12.69158489207129
442477.88,No,Yes,New Dwelling house /Apartment,0,2018,11,Dublin_9,1,13.126780395600873
336000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Kildare,0,12.724869415131389
254000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_2,0,12.445093483000798
160000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Galway,0,11.982935344196433
205000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Kildare,0,12.230770136157428
190000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kerry,0,12.154784614286667
205000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Cavan,0,12.230770136157428
75000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Limerick,0,11.225256725762893
68500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Laois,0,11.134603622683905
91355.64,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_9,0,11.422526246630337
170000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Wexford,0,12.04355959836804
202642.0,No,Yes,New Dwelling house /Apartment,0,2018,4,Wicklow,1,12.345833153121694
235000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Dublin_24,0,12.367345048436391
425000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Cork,0,12.959846800844963
210000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Cavan,0,12.25486757159303
280000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_9,0,12.54254845357358
395000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Wicklow,0,12.886643575525625
94000.0,No,No,New Dwelling house /Apartment,0,2018,7,Donegal,0,11.451060699493427
404000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Wicklow,0,12.90917263218775
133500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Carlow,0,11.80186424743109
27000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Waterford,0,11.002116507732017
445000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_5,0,13.005831808336863
215000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Kildare,0,12.278397958261774
217000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Waterford,0,12.28765724080691
56000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Longford,0,11.002116507732017
177500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Kilkenny,0,12.086731521684555
307489.0,No,Yes,New Dwelling house /Apartment,0,2018,5,Kildare,1,12.76283010948979
22500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Roscommon,0,11.002116507732017
224669.6,No,Yes,New Dwelling house /Apartment,0,2018,11,Louth,1,12.449022730015288
107500.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,8,Tipperary,0,11.58525542883217
320000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Galway,0,12.676079399771027
310000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Cork,0,12.644330802262578
310000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Cork,0,12.644330802262578
353000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Dublin_13,0,12.77422616877261
241000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,1,Dublin_26,0,12.392556361841777
272000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Wicklow,0,12.513561021741964
287500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Galway,0,12.568981617474362
281938.0,No,Yes,New Dwelling house /Apartment,0,2018,3,Cork,1,12.676078243523971
364000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_5,0,12.804911893867851
215859.03,No,Yes,New Dwelling house /Apartment,0,2018,6,Offaly,1,12.409017567273652
156000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Tipperary,0,11.957617696467539
198000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Cavan,0,12.19602736016897
520000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,3,Dublin_16,0,13.161586013632684
135000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Meath,0,11.813037464800539
67000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Tipperary,0,11.112462823634855
110000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Cork,0,11.608244735642321
51000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Clare,0,11.002116507732017
285000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Dublin_7,0,12.560247968016562
80000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Kerry,0,11.289794413577894
310572.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,3,Dublin_24,0,12.646174257392786
181558.0,Yes,Yes,New Dwelling house /Apartment,0,2018,10,Wicklow,1,12.235967944548385
520000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Dublin_4,0,13.161586013632684
193377.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,3,Dublin_12,0,12.172402101652894
286000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Meath,0,12.563750586299374
145000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Westmeath,0,11.884495917930655
225000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,12,Dublin_7,0,12.323860125621126
309000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Cork,0,12.6410997921206
541850.22,No,Yes,New Dwelling house /Apartment,0,2018,12,Dublin_18,1,13.32937917231579
245000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_8,0,12.409017571151187
400000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Wicklow,0,12.899222326086994
259000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Dublin_5,0,12.464587201678082
240000.0,No,Yes,New Dwelling house /Apartment,0,2018,3,Mayo,1,12.51503052432271
155000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Laois,0,11.951186847493476
288750.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_6W,0,12.573320004015606
163000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Tipperary,0,12.001511614739405
114000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Clare,0,11.643962499267984
610000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Dublin_14,0,13.321215875492413
770000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_26,0,13.48858649213279
67500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Mayo,0,11.119897691565697
340000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Sligo,0,12.73670383776449
315000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Dublin_11,0,12.660331092405906
91000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,4,Meath,0,11.418625774449596
224669.61,No,Yes,New Dwelling house /Apartment,0,2018,10,Wicklow,1,12.449022774524916
930000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Dublin_27,0,13.48858649213279
142500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Mayo,0,11.86710429621008
272000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,8,Waterford,0,12.513561021741964
48450.16,No,No,Second-Hand Dwelling house /Apartment,1,2018,9,Cork,0,11.002116507732017
180000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,5,Kerry,0,12.100717685412471
154000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,12,Meath,0,11.944714374881176
181650.0,No,Yes,New Dwelling house /Apartment,0,2018,11,Kilkenny,1,12.236474538872459
130000.0,Yes,No,Second-Hand Dwelling house /Apartment,0,2018,8,Tipperary,0,11.775297421715827
205000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,11,Cork,0,12.230770136157428
205616.74,No,Yes,New Dwelling house /Apartment,0,2018,6,Cork,1,12.360406165355467
239438.0,Yes,Yes,New Dwelling house /Apartment,0,2018,6,Kildare,1,12.512686120283595
3050000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Dublin_4,0,13.48858649213279
80000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Meath,0,11.289794413577894
310000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_26,0,12.644330802262578
230000.0,No,Yes,New Dwelling house /Apartment,0,2018,11,Louth,1,12.472471069515139
365000.0,No,Yes,New Dwelling house /Apartment,0,2018,7,Dublin_15,1,12.934287697350612
138000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,6,Donegal,0,11.835016210489899
207048.46,Yes,Yes,New Dwelling house /Apartment,0,2018,7,Wexford,1,12.367345057372523
1150000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,9,Dublin_6W,0,13.48858649213279
230500.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,2,Cork,0,12.348010479804223
290000.0,No,No,Second-Hand Dwelling house /Apartment,1,2018,12,Dublin_2,0,12.577639650232573
255000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,7,Tipperary,0,12.449022745701502
305000.0,No,No,Second-Hand Dwelling house /Apartment,0,2018,10,Dublin_6,0,12.628070334272698
